TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special
#CD2,3,,CD2_INSITU_BREAST_LOBULAR,"Carcinoma in situ of breast, lobular",2,,,,,,D050,$!$,$!$,,,,,D050,$!$,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_BREAST_INTRADUCTAL,"Carcinoma in situ of breast, intraductal",2,,,,,,D051,$!$,$!$,,,,,D051,$!$,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_BREAST_NOS,"Carcinoma in situ of breast, other/unspecified",2,,,,,,D05[7|9],2330,$!$,,,,,D05[7|9],2330,$!$,,,,,,,,,,,,,,,,,,,
#CD2,2,,CD2_INSITU_CERVIX_UTERI,Carcinoma in situ of cervix uteri,,CD2_INSITU_CERVIX_UTERI_ENDOCERVIX|CD2_INSITU_CERVIX_UTERI_EXOCERVIX|CD2_INSITU_CERVIX_UTERI_NOS,,,,,D06,,,,,,,D06,,,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_CERVIX_UTERI_ENDOCERVIX,"Carcinoma in situ of cervix uteri, endocervix",2,,,,,,D060,$!$,$!$,,,,,D060,$!$,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_CERVIX_UTERI_EXOCERVIX,"Carcinoma in situ of cervix uteri, exocervix",2,,,,,,D061,$!$,$!$,,,,,D061,$!$,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_CERVIX_UTERI_NOS,"Carcinoma in situ of uteri, other/unspecified",2,,,,,,D06[7|9],2331,$!$,,,,,D06[7|9],2331,$!$,,,,,,,,,,,,,,,,,,,
#CD2,2,,CD2_INSITU_GENITAL,Carcinoma in situ of other and unspecified genital organs,,CD2_INSITU_ENDOMETRIUM|CD2_INSITU_VULVA|CD2_INSITU_VAGINA|CD2_INSITU_FEM_GENITAL_NOS|CD2_INSITU_PENIS|CD2_INSITU_PROSTATE|CD2_INSITU_MALE_GENITAL_NOS,,,,,D07,,,,,,,D07,,,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_ENDOMETRIUM,Carcinoma in situ of endometrium,2,,,,,,D070,2332,$!$,,,,,D070,2332,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_VULVA,Carcinoma in situ of vulva,2,,,,,,D071,2333B,$!$,,,,,D071,2333B,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_VAGINA,Carcinoma in situ of vagina,2,,,,,,D072,2333A,$!$,,,,,D072,2333A,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_FEM_GENITAL_NOS,Carcinoma in situ of other/unspecified female genital organs,2,,,,,,D073,2333X,$!$,,,,,D073,2333X,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_PENIS,Carcinoma in situ of penis,1,,,,,,D074,2335,$!$,,,,,D074,2335,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_PROSTATE,Carcinoma in situ of prostate,1,,,,,,D075,2334,$!$,,,,,D075,2334,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_MALE_GENITAL_NOS,Carcinoma in situ of other/unspecified male genital organs,1,,,,,,D076,2336,$!$,,,,,D076,2336,$!$,,,,,,,,,,,,,,,,,,,
#CD2,2,,CD2_INSITU_OTHER_NOS,Carcinoma in situ of other and unspecified sites,,CD2_INSITU_BLADDER|CD2_INSITU_URINARY_NOS|CD2_INSITU_EYE|CD2_INSITU_THYROICD2_ENDOCRINE|CD2_INSITU_NOS,,,,,D09,,,,,,,D09,,,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_BLADDER,"Carcinoma in situ, bladder",,,,,,,D090,2337,$!$,,,,,D090,2337,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_URINARY_NOS,"Carcinoma in situ, other and unspecified urinary organs",,,,,,,D091,2339,$!$,,,,,D091,2339,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_EYE,"Carcinoma in situ, eye",,,,,,,D092,2340,$!$,,,,,D092,2340,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_THYROICD2_ENDOCRINE,"Carcinoma in situ, thyroid and other endocrine glands",,,,,,,D093,$!$,$!$,,,,,D093,$!$,$!$,,,,,,,,,,,,,,,,,,,
#CD2,3,,CD2_INSITU_NOS,"Carcinoma in situ, other/unspecified",,,,,,,D09[7|9],234[8-9],$!$,,,,,D09[7|9],234[8-9],$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,MSMED_INTERFERONBETA1B,Use of interferon beta-1b,,,,,,,,,,,,,,,,,,,,,,,,,,,L02AB08,,,,,,,,
#NEURO,,,MSMED_PEGINTERFERONBETA1A,Use of peginterferon beta-1a,,,,,,,,,,,,,,,,,,,,,,,,,,,L03AB13,,,,,,,,
#NEURO,,,MSMED_GLATIRAMERACETATE,Use of glatiramer acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,L03AX13,,,,,,,,
#NEURO,,,MSMED_INTERFERONBETA1A,Use of interferon beta-1a,,,,,,,,,,,,,,,,,,,,,,,,,,,L03AB07,,,,,,,,
#NEURO,,,MSMED_NATALIZUMAB,Use of natalizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AA23,,,,,,,,
#NEURO,,,MSMED_FINGOLIMOD,Use of fingolimod,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AA27,,,,,,,,
#NEURO,,,MSMED_TERIFLUNOMIDE,Use of teriflumonide,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AA31,,,,,,,,
#NEURO,,,MSMED_ALEMTUZUMAB,Use of alemtuzumab,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AA34,,,,,,,,
#NEURO,,,MSMED_OCRELIZUMAB,Use of ocrelizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AA36,,,,,,,,
#NEURO,,,MSMED_DACLIZUMAB,Use of daclizumab,,,,,,,,,,,,,,,,,,,,,,,,,,,L04AC01,,,,,,,,
#NEURO,,,MSMED_DIMETHYL_FUMARATE,Use of dimethyl fumarate,,,,,,,,,,,,,,,,,,,,,,,,,,,N07XX09,,,,,,,,
#NEURO,,,MSMED_FAMPRIDINE,Use of fampridine,,,,,,,,,,,,,,,,,,,,,,,,,,,N07XX07,,,,,,,,
#NEURO,,,PD_DEMENTIA,Dementia due to Parkinsons disease,,,,,,,F023,$!$,$!$,,,,,F023,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,PDSTRICT,"Parkinson's disease, strict definition",,,,,,,G20,3320A,34200,,,,,G20,3320A,34200,,,,,,,,110,G20|3320A,,,,,,,,,,
#NEURO,,,PD2ND,Secondary parkinsonism,,,,,,,G21,3321,,,,,,G21,3321,,,,,,,,,,,,,,,,,,,,
#NEURO,,,PDMED_TRIHEXYPHENIDYL,Use of trihexyphenidyl,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA01,,,,,,,,
#NEURO,,,PDMED_BIPERIDEN,Use of biperiden,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA02,,,,,,,,
#NEURO,,,PDMED_METIXENE,Use of metixene,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA03,,,,,,,,
#NEURO,,,PDMED_PROCYCLIDINE,Use of procyclidine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA04,,,,,,,,
#NEURO,,,PDMED_PROFENAMINE,Use of profenamine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA05,,,,,,,,
#NEURO,,,PDMED_DEXETIMIDE,Use of dexetimide,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA08,,,,,,,,
#NEURO,,,PDMED_PHENGLUTARIMIDE,Use of phenglutarimide,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA09,,,,,,,,
#NEURO,,,PDMED_MAZATICOL,Use of mazaticol,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA10,,,,,,,,
#NEURO,,,PDMED_BORNAPRINE,Use of bornaprine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA11,,,,,,,,
#NEURO,,,PDMED_TROPATEPINE,Use of tropatepine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AA12,,,,,,,,
#NEURO,,,PDMED_ETANAUTINE_ORPHENADRINE,Use of etanautine orphenadrine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AB,,,,,,,,
#NEURO,,,PDMED_BENZATROPINE,Use of benzatropine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AC01,,,,,,,,
#NEURO,,,PDMED_ETYBENZATROPINE,Use of etybenzatropine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04AC30,,,,,,,,
#NEURO,,,PDMED_AMANTADINE,Use of amantadine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BB01,,,,,,,,
#NEURO,,,PDMED_LEVODOPA,Use of levodopa,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA01,,,,,,,,
#NEURO,,,PDMED_LEVODOPA_DECARBOXYLASEINHIBITOR,Use of levodopa decarbozylase inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA02,,,,,,,,
#NEURO,,,PDMED_LEVODOPA_DECARBOX_COMTINHIBITOR,Use of levodopa decarbox-comt-inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA03,,,,,,,,
#NEURO,,,PDMED_MELEVODOPA,Use of melevodopa,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA04,,,,,,,,
#NEURO,,,PDMED_MELEVODOPA_DECARBOXYLASEINHIBITOR,Use of melevodopa decarbozylase inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA05,,,,,,,,
#NEURO,,,PDMED_ETILEVODOPA_DECARBOXYLASEINHIBITOR,Use of etilevodopa decarboxylase inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BA06,,,,,,,,
#NEURO,,,PDMED_BROMOCRIPTINE,Use of bromocriptine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC01,,,,,,,,
#NEURO,,,PDMED_PERGOLIDE,Use of pergolide,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC02,,,,,,,,
#NEURO,,,PDMED_DIHYDROERGOCRYPTINE_MEDSYLATE,Use of dihydroergocryptine medsylate,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC03,,,,,,,,
#NEURO,,,PDMED_ROPINIROLE,Use of ropinirole,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC04,,,,,,,,
#NEURO,,,PDMED_PRAMIPEXOLE,Use of pramipexole,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC05,,,,,,,,
#NEURO,,,PDMED_CABERGOLINE,Use of cabergoline,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC06,,,,,,,,
#NEURO,,,PDMED_APOMORPHINE,Use of apomorphine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC07,,,,,,,,
#NEURO,,,PDMED_PIRIBEDIL,Use of piribedil,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC08,,,,,,,,
#NEURO,,,PDMED_ROTIGOTINE,Use of rotigotine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BC09,,,,,,,,
#NEURO,,,PDMED_SELEGILINE,Use of selegiline,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BD01,,,,,,,,
#NEURO,,,PDMED_RASAGILINE,Use of rasagiline,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BD02,,,,,,,,
#NEURO,,,PDMED_SAFINAMIDE,Use of safinamide,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BD03,,,,,,,,
#NEURO,,,PDMED_TOLCAPONE,Use of tolcapone,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BX01,,,,,,,,
#NEURO,,,PDMED_ENTACAPONE,Use of entacapone,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BX02,,,,,,,,
#NEURO,,,PDMED_BUDIPINE,Use of budipine,,,,,,,,,,,,,,,,,,,,,,,,,,,N04BX03,,,,,,,,
#NEURO,,,AD_EO,Alzheimer’s disease (Early onset),,,,,,,F000|G300,$!$,$!$,,,,,F000|G300,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,AD_LO,Alzheimer’s disease (Late onset),,,,,,,F001|G301,$!$,$!$,,,,,F001|G301,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,AD_AM,Alzheimer’s disease (Atypical or mixed),,,,,,,F0024|G308,$!$,$!$,,,,,F0024|G308,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,AD_U,Alzheimer’s disease (undefined),,,,,,,F009&G309,$!$,$!$,,,,,F009&G309,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_SO,Vascular dementia (sudden onset),,,,,,,F010,$!$,$!$,,,,,F010,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_MI,Vascular dementia (multiple infarctations),,,,,,,F011,4378,$!$,,,,,F011,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_SC,Vascular dementia (subcortical),,,,,,,F012,$!$,$!$,,,,,F012,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_MX,Vascular dementia (mixed),,,,,,,F013,$!$,$!$,,,,,F013,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_O,Vascular dementia (other),,,,,,,F018,$!$,$!$,,,,,F018,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,VD_U,Vascular dementia (undefined),,,,,,,F019,$!$,$!$,,,,,F019,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,FTD,Frontotemporal dementia,,,,,,,F020&G310,$!$,$!$,,,,,F020&G310,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,MNMED_RILUZOLE,Use of riluzole,,,,,,,,,,,,,,,,,,,,,,,,,,,N07XX02,,,,,,,,
#NEURO,,,MNMED_ETEPLIRSEN,Use of eteplirsen,,,,,,,,,,,,,,,,,,,,,,,,,,,M09AX06,,,,,,,,
#NEURO,,,MNMED_EDARAVONE,Use of edaravone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NEURO,,,SFN,Small fibre neuropathy,,,,,,,G608|G628|G633,$!$,$!$,,,,,G608|G628|G633,$!$,$!$,,,,,,,,,,,,,,,,,,,From Hilkka S
"#G6,#NEURO",2,,G6_NEURODEG,Other degenerative diseases of the nervous system,,G6_ALZHEIMER|G6_ATROPHCIRCUM|G6_DEGENSEN|G6_ALCODEGEN|G6_DEGENOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEURO_endpoints
#NEURO,,,HDINJ,Head Injury,,,,,,,,,,,,,,S0[1-9],80[0-4]|85[0-4]|9070|95901|V1552,80[0-4]|85[1-4],,,,,,,,,,,,,,,,,,,
#NEURO,,,TRAUMBRAIN_NONCONCUS,"severe traumatic brain injury, does not include concussion",,,,,,,S06[2-7],85[1-2],85[1-2],,,,,S06[2-7],85[1-2],85[1-2],,,,,,,,,,,,,,,,,,,Suggested by the group for exclusion
#NEURO,,,SLEEP,Sleep disorders (combined),,F5_SLEEP|G6_SLEEPAPNO|G6_NARCOCATA|G6_SLEEPDISOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO",3,,F5_SLEEP,Sleep disorders,,,,,,,F51,3074,3064,,,,,F51,3074,3064,,,,,,,,,,,,,,,,,,,
#NEURO,,,ADMED_ACHEI,Use of anticholinesterases,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA,,,,,,,,
#NEURO,,,ADMED_ACHEI_TACRINE,Use of tacrine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA01,,,,,,,,
#NEURO,,,ADMED_ACHEI_DONEPEZIL,Use of donepezil,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA02,,,,,,,,
#NEURO,,,ADMED_ACHEI_RIVASTIGMINE,Use of rivastigmine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA03,,,,,,,,
#NEURO,,,ADMED_ACHEI_GALANTAMINE,Use of galantamine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA04,,,,,,,,
#NEURO,,,ADMED_ACHEI_IPIDACRINE,Use of ipidacrine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA05,,,,,,,,
#NEURO,,,ADMED_ACHEI_DONEPEZILANDMEMANTINET,Use of donepezil and memantine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA52,,,,,,,,
#NEURO,,,ADMED_ACHEI_DONEMENTGINKGO,"Use of donepezil, memantine and Ginkgo folium",,,,,,,,,,,,,,,,,,,,,,,,,,,N06DA53,,,,,,,,
#NEURO,,,ADMED_OTHER_ANTI_DEMENTIA_DRUGS,Use of other anti-dementia drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DX,,,,,,,,
#NEURO,,,ADMED_MEMANTINE,Use of memantine,,,,,,,,,,,,,,,,,,,,,,,,,,,N06DX01,,,,,,,,
#NEURO,,,ADMED_GINKGOFOLIUM,Use onf Ginkgo folium,,,,,,,,,,,,,,,,,,,,,,,,,,,D06DX02,,,,,,,,
#NEURO,,,ADMED_COMBINATIONS,"Use of other anti-dementia drugs, combinations",,,,,,,,,,,,,,,,,,,,,,,,,,,N06DX30,,,,,,,,
#NEURO,,,MCI,Mild cognitive impairment,,,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,LBD,Lewy body dementia,,,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,DCCE,Dementia in CCE,,,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,DID,Drug-induced dementia,,,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,MEMLOSS,Memory loss,,,,,,,R41[1-3],$!$,$!$,,,,,R41[1-3],$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,AMN1,Amnesia + drug induced or CCE,,,,,,,$!$,$!$,$!$,,,,,$!$,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO,,,AMN2,Transient global amnesia,,,,,,,G454,$!$,$!$,,,,,G454,$!$,$!$,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,NEURO_COMORBIDITIES,Co-morbidities of interest (NEURO),,E4_MALNUTRITION|E4_DIABETES|I9_CVD|CANCER|MENINGITIS|ENCEPHALITIS|HYPOTHYROIDISM|CANCER|D3_ANAEMIA|F5_ALLANXIOUS|F5_MOOD|F5_SCHIZO|F5_BEHEMOCHILD|F5_UNSMENDIS|ANOSMIA|ANTIDEPRESSANTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#E4,#NEURO_CM",,,VIT_DEF,Vitamin deficiency,,E4_VIT_A_DEF|E4_THIA_DEF|E4_NIAC_DEF|E4_VIT_B_DEF|E4_VIT_C_DEF|E4_VIT_D_DEF|E4_VIT_E_DEF|E4_VIT_K_DEF|E4_VIT_NAS_DEF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#I9,#NEURO_CM",,,I9_HYPTENSPREG,"Hypertension complicating pregnancy, childbirth, and the puerperium",,,,,,,O10|O11|O13|O14|O15|O16,642,63701|63703|63704|63709|63710|63799,,,,,O10|O11|O13|O14|O15|O16,642,63701|63703|63704|63709|63710|63799,,,,,,,,,,,,,,,,,,,
"#I9,#NEURO_CM",,,I9_HYPTENSPOR,"Hypertension, portal",,,,,,,K766,5723A,$!$,,,,,K766,5723A,,,,,,,,,,,,,,,,,,,,
"#I9,#NEURO_CM",,,I9_VASCINT,Vascular diseases of the intestine,,,,,,,K55[0-1]|K559,557,4442,,,,,K55[0-1]|K559,557,4442,,,,,,,,,,,,,,,,,,,
"#I9,#NEURO_CM",,,I9_PHLETHROMBIC,IPHG Phlebitis and thrombophlebitis of intracranial venous sinuses,,,,,,,G08,3259X,32100,,,,,G08,3259X,32100,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,MENINGITIS,Meningitis,,G6_MENINGBACT|G6_MENINGVIR|G6_MENINGOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,ENCEPHALITIS,Encephalitis,,G6_ADEM|G6_ENCEPHBACT|G6_ENCEPHOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,HYPOTHYROIDISM,Hypothyroidism (congenital or acquired),,E4_CONGEIOD|E4_IODGOITRE|E4_IODTHYR|E4_IODHYPSUB|E4_HYTHYSUBS|E4_HYTHYPOSTINF|E4_ATROTHY|E4_MYXOCO|E4_HYTHYNAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#C3,#NEURO_CM",,,CANCER,Malignat neoplasms,,C3_LIP_ORAL_PHARYNX|C3_DIGESTIVE_ORGANS|C3_BONE_CARTILAGE|C3_SKIN|C3_MESTOTHEL_SOFTTISSUE|C3_BREAST|C3_FEMALE_GENITAL|C3_MALE_GENITAL|C3_URINARY_TRACT|C3_EYE_BRAIN_NEURO|C3_ENDOCRINE|C3_UNCERTAIN_SECONDARY|CD2_PRIMARY_LYMPHOID_HEMATOPOIETIC|CD2_INDEPENDENT_MULTIPLE_SITES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#C3,#NEURO_CM",,,C3_LIVER_INTRAHEPATIC3_BILE_DUCTS,Malignant neoplasm of liver and intrahepatic bile ducts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C22,,,,,
"#F5,#NEURO_CM",3,,F5_ALLANXIOUS,All anxiety disorders,,F5_GAD|F5_PANIC|F5_ANXIETY|F5_PHOBANX|F5_OCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_PTSD,Post-traumatic stress disorder,,,,,,,F431,3098X,$!$,,,,,F431,3098X,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_STRESSOTH,"Other reactioin to severe stress, and adjustment disorders",,,,,,,F43,309,$!$,F431,,,,F43,309,$!$,F431,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_DISSOCIATIVE,Dissociative [conversion] disorders,,,,,,,F44,3001,3001,,,,,F44,3001,3001,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_SOMATOFORM,Somatoform disorder,,,,,,,F45,3008|3007,305,,,,,F45,3008|3007,305,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_NEUROTICOTH,Other neurotic disorders,,,,,,,F48,3006|3009,300[5-9],,,,,F48,3006|3009,300[5-9],,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",2,,F5_MOOD,Mood [affective] disorders,,F5_MANIA|F5_BIPO|F5_DEPRESSIO|F5_PERSMOOD|F5_MOODOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_MANIA,Manic episode,,,,,,,F30,$!$,$!$,,,,,F30,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_BIPO,Bipolar affective disorders,,,,,,,F31,296[2-7],296,,,2960|29699,,F31,296[2-7],296,,,2960|29699,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_PERSMOOD,Persistent mood disorders,,,,,,,F34,3004,3004,,,,,F34,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_MOODOTH,Other and unspecidied mood [affective] disorders,,,,,,,F3[8-9],$!$,29699,,,,,F3[8-9],$!$,29699,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",2,,F5_BEHEMOCHILD,Behauvioural and emotional disorders with onset usually occuring in childhood and adolescence,,F5_ADHD|F5_HYPERKIN|F5_CONDUCT|F5_CONDUCTEMO|F5_EMOCHILD|F5_TIC|F5_BEHEMOTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_ADHD,Disturbance of activity and attention,,,,,,,F900,3140,$!$,,,,,F900,3140,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_HYPERKIN,Hyperkinetic disorders (excl. ADHD),,,,,,,F90,3141,$!$,F900,,,,F90,3141,$!$,F900,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_CONDUCT,Conduct disorder,,,,,,,F91,312,30899,,,,,F91,312,30899,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_CONDUCTEMO,Mixed disorders of conduct and emotions,,,,,,,F92,$!$,$!$,,,,,F92,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_EMOCHILD,Emotional disorders and disorders of social functioning with onset specific to childhood,,,,,,,F9[3-4],313,$!$,,,,,F9[3-4],313,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_TIC,Tic disorders,,,,,,,F95,3333A,30620,,,,,F95,3333A,30620,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_BEHEMOTH,Other behavioural and emotional disorders with onset usually occuring in childhood and adolescence,,,,,,,F98,307[6-7]|3075D|3075C,306[6-7],,,,,F98,307[6-7]|3075D|3075C,306[6-7],,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",2,,F5_UNSMENDIS,Unspecified mental disorder,,F5_MENTALUNSPE|F5_KELAMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_MENTALUNSPE,"Mental disorders, not otherwise specified",,,,,,,F99,$!$,$!$,,,,,F99,$!$,$!$,,,,,,,,,,,,,,,,,,,
"#F5,#NEURO_CM",3,,F5_KELAMENT,Kela-cod for severe mental illness,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,
#NEURO_CM,,,ANOSMIA,Anosmia,,,,,,,G520|R430,3520,35600,,,,,G520|R430,3520,35600,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,ANTIDEPRESSANTS,Depression medications,,MRI_NONSEL|SSRI|MAOI_NONSEL|MAOI_A|OTHER_ANTIDEPRESSANTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NEURO_CM,,,MRI_NONSEL,Non-selective monoamine reuptake inhibitors,,,,,,,,,,,,,,,,,,,,,,,,,,,N06AA,,,,,,,,
#NEURO_CM,,,SSRI,Selective serotonin reuptake inhibitors,,,,,,,,,,,,,,,,,,,,,,,,,,,N06AB,,,,,,,,
