TAGS,LEVEL,OMIT,NAME,LONGNAME,SEX,INCLUDE,PRE_CONDITIONS,CONDITIONS,OUTPAT_ICD,HD_MAINONLY,HD_ICD_10_ATC,HD_ICD_10,HD_ICD_9,HD_ICD_8,HD_ICD_10_EXCL,HD_ICD_9_EXCL,HD_ICD_8_EXCL,COD_MAINONLY,COD_ICD_10,COD_ICD_9,COD_ICD_8,COD_ICD_10_EXCL,COD_ICD_9_EXCL,COD_ICD_8_EXCL,OPER_NOM,OPER_HL,OPER_HP1,OPER_HP2,KELA_REIMB,KELA_REIMB_ICD,KELA_ATC_NEEDOTHER,KELA_ATC,KELA_VNRO_NEEDOTHER,KELA_VNRO,CANC_TOPO,CANC_TOPO_EXCL,CANC_MORPH,CANC_MORPH_EXCL,CANC_BEHAV,Special,version,PARENT,Latin
#VWXY20,5,,VWXY20_DROWN_ICE,Drowning to ice,,,,,,,,W71,,,,,,,W71,,,,,,,,,,,,,,,,,,,,,,DF4,W65-W74,
#VWXY20,5,,VWXY20_UNSPE_DROWN_SUBME,Unspecified drowning and submersion,,,,,,,,W74,,,,,,,W74,,,,,,,,,,,,,,,,,,,,,,DF4,W65-W74,
#VWXY20,5,,VWXY20_OTHER_ACCIDENTAL_HANGI_STRANGU,Other accidental hanging and strangulation,,,,,,,,W76,,,,,,,W76,,,,,,,,,,,,,,,,,,,,,,DF4,W75-W84,
#VWXY20,5,,VWXY20_INHAL_GASTRIC_CONTEN,Inhalation of gastric contents,,,,,,,,W78,,,,,,,W78,,,,,,,,,,,,,,,,,,,,,,DF4,W75-W84,
#VWXY20,5,,VWXY20_INHAL_INGESTI_FOOD_CAUSI_OBSTRUCTION_RESPI_TRACT,Inhalation and ingestion of food causing obstruction of respiratory tract,,,,,,,,W79,,,,,,,W79,,,,,,,,,,,,,,,,,,,,,,DF4,W75-W84,
#VWXY20,5,,VWXY20_INHAL_INGESTI_OTHER_OBJEC_CAUSI_OBSTRUCTION_RESPI_TRACT,Inhalation and ingestion of other objects causing obstruction of respiratory tract,,,,,,,,W80,,,,,,,W80,,,,,,,,,,,,,,,,,,,,,,DF4,W75-W84,
#VWXY20,5,,VWXY20_UNSPE_THREAT_BREAT,Unspecified threat to breathing,,,,,,,,W84,,,,,,,W84,,,,,,,,,,,,,,,,,,,,,,DF4,W75-W84,
#VWXY20,5,,VWXY20_EXPOS_ELECTRIC_TRANSMIS_LINES,Exposure to electric transmission lines,,,,,,,,W85,,,,,,,W85,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_OTHER_SPECIFE_ELECTRIC_CURRENT,Exposure to other specified electric current,,,,,,,,W86,,,,,,,W86,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_UNSPE_TYPE_RADIATION,Exposure to unspecified type of radiation,,,,,,,,W91,,,,,,,W91,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_ALTIS_IHMIS_AIKAANSAAMAL_VOIMA_KUUMU,!!!Altistuminen ihmisen aikaansaamalle voimakkaalle kuumuudelle,,,,,,,,W92,,,,,,,W92,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_EXCESSI_COLD_MAN_M_ORIGIN,Exposure to excessive cold of man-made origin,,,,,,,,W93,,,,,,,W93,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_HIGH_LOW_AIR_PRESSURE_CHANG_AIR_PRESSURE,Exposure to high and low air pressure and changes in air pressure,,,,,,,,W94,,,,,,,W94,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_OTHER_UNSPE_MAN_M_ENVIRONMENTAL_FACTO,Exposure to other and unspecified man-made environmental factors,,,,,,,,W99,,,,,,,W99,,,,,,,,,,,,,,,,,,,,,,DF4,W8[5-9]|W9,
#VWXY20,5,,VWXY20_EXPOS_UNCONT_FIRE_BUILD_STRUCTURE,Exposure to uncontrolled fire in building or structure,,,,,,,,X00,,,,,,,X00,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_EXPOS_UNCONT_FIRE_NOT_BUILD_STRUCTURE,"Exposure to uncontrolled fire, not in building or structure",,,,,,,,X01,,,,,,,X01,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_EXPOS_CONTROLL_FIRE_NOT_BUILD_STRUCTURE,"Exposure to controlled fire, not in building or structure",,,,,,,,X03,,,,,,,X03,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_EXPOS_IGNIT_HIGHLY_FLAMMA_MATERI,Exposure to ignition of highly flammable material,,,,,,,,X04,,,,,,,X04,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_EXPOS_IGNIT_MELTI_OTHER_CLOTH_APPAREL,Exposure to ignition or melting of other clothing and apparel,,,,,,,,X06,,,,,,,X06,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_EXPOS_UNSPE_SMOKE_FIRE_FLAMES,"Exposure to unspecified smoke, fire and flames",,,,,,,,X09,,,,,,,X09,,,,,,,,,,,,,,,,,,,,,,DF4,X0,
#VWXY20,5,,VWXY20_CONTACT_W_OTHER_HOT_FLUIDS,Contact with other hot fluids,,,,,,,,X12,,,,,,,X12,,,,,,,,,,,,,,,,,,,,,,DF4,X1,
#VWXY20,5,,VWXY20_CONTACT_W_HOT_AIR_GASES,Contact with hot air and gases,,,,,,,,X14,,,,,,,X14,,,,,,,,,,,,,,,,,,,,,,DF4,X1,
#VWXY20,5,,VWXY20_CONTACT_W_OTHER_HOT_METALS,Contact with other hot metals,,,,,,,,X18,,,,,,,X18,,,,,,,,,,,,,,,,,,,,,,DF4,X1,
#VWXY20,5,,VWXY20_CONTACT_W_OTHER_UNSPE_HEAT_HOT_SUBST,Contact with other and unspecified heat and hot substances,,,,,,,,X19,,,,,,,X19,,,,,,,,,,,,,,,,,,,,,,DF4,X1,
#VWXY20,5,,VWXY20_CONTACT_W_VENOMO_SNAKES_LIZAR,Contact with venomous snakes and lizards,,,,,,,,X20,,,,,,,X20,,,,,,,,,,,,,,,,,,,,,,DF4,X20-X29,
#VWXY20,5,,VWXY20_CONTACT_W_OTHER_SPECIFE_VENOMO_ANIMALS,Contact with other specified venomous animals,,,,,,,,X27,,,,,,,X27,,,,,,,,,,,,,,,,,,,,,,DF4,X20-X29,
#VWXY20,5,,VWXY20_CONTACT_W_OTHER_SPECIFE_VENOMO_PLANTS,Contact with other specified venomous plants,,,,,,,,X28,,,,,,,X28,,,,,,,,,,,,,,,,,,,,,,DF4,X20-X29,
#VWXY20,5,,VWXY20_EXPOS_EXCESSI_NATURAL_HEAT,Exposure to excessive natural heat,,,,,,,,X30,,,,,,,X30,,,,,,,,,,,,,,,,,,,,,,DF4,X30-X39,
#VWXY20,5,,VWXY20_EXPOS_EXCESSI_NATURAL_COLD,Exposure to excessive natural cold,,,,,,,,X31,,,,,,,X31,,,,,,,,,,,,,,,,,,,,,,DF4,X30-X39,
#VWXY20,5,,VWXY20_EXPOS_SUNLI,Exposure to sunlight,,,,,,,,X32,,,,,,,X32,,,,,,,,,,,,,,,,,,,,,,DF4,X30-X39,
#VWXY20,5,,VWXY20_VICTIM_LIGHTN,Victim of lightning,,,,,,,,X33,,,,,,,X33,,,,,,,,,,,,,,,,,,,,,,DF4,X30-X39,
#VWXY20,5,,VWXY20_EXPOS_OTHER_UNSPE_FORCES_NATURE,Exposure to other and unspecified forces of nature,,,,,,,,X39,,,,,,,X39,,,,,,,,,,,,,,,,,,,,,,DF4,X30-X39,
#VWXY20,5,,VWXY20_ACCIDENTAL_POISO_EXPOS_OTHER_UNSPE_DRUGS_MEDICAM_BIOLO_SUBST,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",,,,,,,,X44,,,,,,,X44,,,,,,,,,,,,,,,,,,,,,,DF4,X40-X49,
#VWXY20,5,,VWXY20_ACCIDENTAL_POISO_EXPOS_ORGANIC_SOLVE_HALOGENA_HYDROCA_THEIR_VAPOU,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,,,,,,,,X46,,,,,,,X46,,,,,,,,,,,,,,,,,,,,,,DF4,X40-X49,
#VWXY20,5,,VWXY20_ACCIDENTAL_POISO_EXPOS_OTHER_GASES_VAPOU,Accidental poisoning by and exposure to other gases and vapours,,,,,,,,X47,,,,,,,X47,,,,,,,,,,,,,,,,,,,,,,DF4,X40-X49,
#VWXY20,5,,VWXY20_ACCIDENTAL_POISO_EXPOS_PESTI,Accidental poisoning by and exposure to pesticides,,,,,,,,X48,,,,,,,X48,,,,,,,,,,,,,,,,,,,,,,DF4,X40-X49,
#VWXY20,5,,VWXY20_ACCIDENTAL_POISO_EXPOS_OTHER_UNSPE_CHEMIC_NOXIO_SUBST,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,,,,,,,,X49,,,,,,,X49,,,,,,,,,,,,,,,,,,,,,,DF4,X40-X49,
#VWXY20,5,,VWXY20_OVEREX_STREN_REPET_MOVEM,Overexertion and strenuous or repetitive movements,,,,,,,,X50,,,,,,,X50,,,,,,,,,,,,,,,,,,,,,,DF4,X50-X59,
#VWXY20,5,,VWXY20_UNSPE_PRIVA,Unspecified privation,,,,,,,,X57,,,,,,,X57,,,,,,,,,,,,,,,,,,,,,,DF4,X50-X59,
#VWXY20,5,,VWXY20_EXPOS_OTHER_SPECIFE_FACTO,Exposure to other specified factors,,,,,,,,X58,,,,,,,X58,,,,,,,,,,,,,,,,,,,,,,DF4,X50-X59,
#VWXY20,5,,VWXY20_EXPOS_UNSPE_FACTOR,Exposure to unspecified factor,,,,,,,,X59,,,,,,,X59,,,,,,,,,,,,,,,,,,,,,,DF4,X50-X59,
"#ALCO,#Z21",4,,Z21_ALCOHOL_ABUSE_COUNSELLI_SURVE,Alcohol abuse counselling and surveillance,,,,,,,,Z714,$!$,$!$,,,,,Z714,$!$,$!$,,,,,,,,,,,,,,,,,,,ALCOADVICE,DF4,Z71,
"#DIAB_CM,#CARDIO_CM,#Z21",4,1,Z21_KIDNEY_TRANSPLANT_STATUS,Kidney transplant status,,,,,,,,Z940,$!$,$!$,,,,,Z940,$!$,$!$,,,,,,,,,,,,,,,,,,,KIDNEY_TRANSPLANT,DF4,Z94,
"#CARDIO_CM,#Z21",4,1,Z21_EXTRACO_DIALY,Extracorporeal dialysis,,,,,,,,Z491,$!$,$!$,,,,,Z491,$!$,$!$,,,,,,,,,,,,,,,,,,,HEMODIAL,DF4,Z49,
"#CARDIO_CM,#Z21",4,1,Z21_OTHER_DIALY,Other dialysis,,,,,,,,Z492,$!$,$!$,,,,,Z492,$!$,$!$,,,,,,,,,,,,,,,,,,,PERITODIAL,DF4,Z49,
"#CARDIO_CM,#Z21",4,1,Z21_PREPAR_CARE_DIALY,Preparatory care for dialysis,,,,,,,,Z490,$!$,$!$,,,,,Z490,$!$,$!$,,,,,,,,,,,,,,,,,,,PREPDIAL,DF4,Z49,
"#ASTHMA_CM,#COPD_CM,#Z21",4,,Z21_DESEN_ALLERGE,Desensitization to allergens,,,,,,,,Z516,$!$,$!$,,,,,Z516,$!$,$!$,,,,,,,,,,,,,,,,,,,HYPOSENSIBILIZATIONTHRPY,DF4,Z51,
"#ASTHMA_CM,#COPD_CM,#Z21",4,,Z21_PERSONAL_HISTORY_ALLERGY_ANALGESIC_AGENT,Personal history of allergy to analgesic agent,,,,,,,,Z886,$!$,$!$,,,,,Z886,$!$,$!$,,,,,,,,,,,,,,,,,,,ASAINTOL,DF4,Z88,
"#ASTHMA_CM,#COPD_CM,#ILD_CM,#Z21",4,,Z21_FAMILY_HISTORY_TOBAC_ABUSE,Family history of tobacco abuse,,,,,,,,Z812,$!$,$!$,,,,,Z812,$!$,$!$,,,,,,,,,,,,,,,,,,,SMOKING_FAMILY,DF4,Z81,
"#ASTHMA_CM,#COPD_CM,#ILD_CM,#Z21",4,,Z21_TOBAC_USE,Tobacco use,,,,,,,,Z720,$!$,$!$,,,,,Z720,$!$,$!$,,,,,,,,,,,,,,,,,,,TOBACCO_USE,DF4,Z72,
"#COPD_CM,#ILD,#Z21",3,,Z21_TRANSPLANTED_ORGAN_TISSUE_STATUS,Transplanted organ and tissue status,,,,,,,,Z94,V420,9977,,,,,Z94,V420,9977,,,,,,,,,,,,,,,,,,,TRANSPLANT_PREV,DF4,Z80-Z99,
#Z21,2,,Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_EXAM_INVES,Persons encountering health services for examination and investigation,,Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS|Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS|Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO|Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI|Z21_EXAM_OBSER_OTH_REASO|Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS|Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS|Z21_ROUTI_GENERAL_HEALTH_CHECK_DEFIN_SUBPO|Z21_SPECIAL_SCREEN_EXAM_INFECTIOUS_PARASITIC_DISEA|Z21_SPECIAL_SCREEN_EXAM_NEOPLASMS|Z21_SPECIAL_SCREEN_EXAM_OTH_DISEA_DISORD,,,,,,Z[0-1],,,,,,,Z[0-1],,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_FAMILY_PERSONAL_HISTORY_CERTA_CONDI_INFLUENCI_HEALTH_STATUS,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,,Z21_FAMILY_HISTORY_MALIG_NEOPLASM|Z21_FAMILY_HISTORY_MENTAL_BEHAVIOURAL_DISORD|Z21_FAMILY_HISTORY_CERTA_DISABILITI_CHRONIC_DISEA_LEADI_DISABL|Z21_FAMILY_HISTORY_OTH_SPECIFIC_DISORD|Z21_FAMILY_HISTORY_OTH_CONDI|Z21_PERSONAL_HISTORY_MALIG_NEOPLASM|Z21_PERSONAL_HISTORY_CERTA_OTH_DISEA|Z21_PERSONAL_HISTORY_OTH_DISEA_CONDI|Z21_PERSONAL_HISTORY_ALLERGY_DRUGS_MEDICAM_BIOLO_SUBST|Z21_ACQUI_ABSENCE_LIMB|Z21_ACQUI_ABSENCE_ORGANS_NOT_ELSEW_CLASSIFIED|Z21_PERSONAL_HISTORY_RISK__NOT_ELSEW_CLASSIFIED|Z21_PERSONAL_HISTORY_MEDICAL_TREAT|Z21_ARTIF_OPENI_STATUS|Z21_TRANSPLANTED_ORGAN_TISSUE_STATUS|Z21_PRESENCE_CARDIAC_VASCULAR_IMPLANTNTS_GRAFTS|Z21_PRESENCE_OTH_FUNCTIONAL_IMPLANTNTS|Z21_PRESENCE_OTH_DEVICES|Z21_OTHER_POSTS_STATES|Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED,,,,,,Z[8-9],,,,,,,Z[8-9],,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_ADDIT_CODES_LOCAT_DEFECT_INJURY_ILLNE,"Additional codes for the location of defect, injury or illness",,Z21_MULTIPLE_SITES|Z21_SHOUL_REGION|Z21_UPPER_ARM|Z21_FOREARM|Z21_HAND|Z21_PELVIC_REGION|Z21_HIP_THIGH|Z21_LOWER_LEG|Z21_ANKLE_FOOT|Z21_DEFECT_INJURY_ILLNE_SKULL|Z21_DEFECT_INJURY_ILLNE_FACE|Z21_DEFECT_INJURY_ILLNE_NECK|Z21_DEFECT_INJURY_ILLNE_CHEST|Z21_DEFECT_INJURY_ILLNE_LUMBAR_SPINE|Z21_LEFT_SIDE|Z21_RIGHT_SIDE|Z21_BILATERAL|Z21_LATERAL|Z21_MEDIAL,,,,,,Z[AB],,,,,,,Z[AB],,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_COMMUNICAB_DISEA,Persons with potential health hazards related to communicable diseases,,Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA|Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS|Z21_CARRIER_INFECTIOUS_DISEA|Z21_NEED_IMMUNI_SINGLE_BACTERIAL_DISEA|Z21_NEED_IMMUNI_CERTA_SINGLE_VIRAL_DISEA|Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA|Z21_NEED_IMMUNI_OTH_SINGLE_INFECTIOUS_DISEA|Z21_NEED_IMMUNI_COMBINA_INFECTIOUS_DISEA|Z21_IMMUNI_NOT_CARRIED|Z21_NEED_OTH_PROPHYLACT_MEASU,,,,,,Z2,,,,,,,Z2,,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_CIRCUMSTANC_RELATED_REPRODUCTION,Persons encountering health services in circumstances related to reproduction,,Z21_CONTRACEPTIVE_MANAG|Z21_PROCREATIVE_MANAG|Z21_PREGNAC_EXAM_TEST|Z21_PREGNANT_STATE_INCIDENTAL|Z21_SUPERV_NORMAL_PREGNAC1|Z21_SUPERV_HIGH_R_PREGNAC|Z21_ANTEN_SCREE|Z21_OUTCO_DELIV|Z21_LIVEB_INFANTS_ACCOR_PLACE_BIRTH|Z21_POSTPA_CARE_EXAMI,,,,,,Z3,,,,,,,Z3,,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_HEALTH_CARE,Persons encountering health services for specific procedures and health care,,Z21_PROPHYLACT_SURGE|Z21_PROCED_PURPO_OTH_REMED_HEALTH_STATE|Z21_FOLLOW__CARE_INVOLVI_PLASTIC_SURGE|Z21_ATTN_ARTIF_OPENI|Z21_FIT_ADJ_EXTER_PROSTHET_DEVICE|Z21_ADJUS_MANAG_IMPLANTNTED_DEVICE|Z21_FIT_ADJ_OTH_DEVICES|Z21_OTHER_ORTHOPA_FOLLOW__CARE|Z21_OTHER_SURGI_FOLLOW__CARE|Z21_CARE_INVOLVI_DIALY|Z21_CARE_INVOLVI_USE_REHAB_PROCED|Z21_OTHER_MEDICAL_CARE|Z21_DONORS_ORGANS_TISSU|Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_SPECIFIC_PROCED_NOT_CARRIED|Z21_CONVALESCENCE,,,,,,Z4|Z5[0-4],,,,,,,Z4|Z5[0-4],,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_W_POTEN_HEALTH_HAZARDS_RELATED_SOCIO_PSYCHOSO_CIRCUMSTANC,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,,Z21_PROBL_RELATED_EDUCATION_LITER|Z21_PROBL_RELATED_EMPLO_UNEMP|Z21_OCCUPAT_EXPOS_RISK_|Z21_PROBL_RELATED_PHYSIC_ENVIRONMENT|Z21_PROBL_RELATED_HOUSI_ECONO_CIRCUMSTANC|Z21_PROBL_RELATED_SOCIAL_ENVIRONMENT|Z21_PROBL_RELATED_NEGAT_LIFE_EVENTS_CHILDH|Z21_OTHER_PROBL_RELATED_UPBRI|Z21_OTHER_PROBL_RELATED_PRIMARY_SUPPORT_GROUP_INCLU_FAMILY_CIRCUMSTANC|Z21_PROBL_RELATED_CERTA_PSYCHOSO_CIRCUMSTANC|Z21_PROBL_RELATED_OTH_PSYCHOSO_CIRCUMSTANC,,,,,,Z5[5-9]|Z6,,,,,,,Z5[5-9]|Z6,,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,2,,Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC1,Persons encountering health services in other circumstances,,Z21_COUNSELLI_RELATED_SEXUAL_ATTIT_BEHVI_ORIEN|Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_COUNSELLI_MEDICAL_ADVICE_NOT_ELSEW_CLASSIFIED|Z21_PROBL_RELATED_LIFESTYLE|Z21_PROBL_RELATED_LIFE_M_DIFFICULTY|Z21_PROBL_RELATED_CARE__DEPENDENCY|Z21_PROBL_RELATED_MEDICAL_FACILITI_OTH_HEALTH_CARE|Z21_PERSONS_ENCOUNTERI_HEALTH_SERVI_OTH_CIRCUMSTANC2,,,,,,Z7,,,,,,,Z7,,,,,,,,,,,,,,,,,,,,,,DF4,Z,
#Z21,3,,Z21_GENERAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS,General examination and investigation of persons without complaint and reported diagnosis,,,,,,,,Z00,,,,,,,Z00,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_OTHER_SPECIAL_EXAM_INVES_PERSONS_WO_COMPLA_REPOR_DIAGNOSIS,Other special examinations and investigations of persons without complaint or reported diagnosis,,,,,,,,Z01,,,,,,,Z01,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_EXAM_ENCOUNTER_ADMINISTR_PURPO,Examination and encounter for administrative purposes,,,,,,,,Z02,,,,,,,Z02,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_MEDICAL_OBSER_EVALU_SUSPECTED_DISEA_CONDI,Medical observation and evaluation for suspected diseases and conditions,,,,,,,,Z03,,,,,,,Z03,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_EXAM_OBSER_OTH_REASO,Examination and observation for other reasons,,,,,,,,Z04,,,,,,,Z04,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_FOLLOW__EXAM_TREAT_MALIG_NEOPLASMS,Follow-up examination after treatment for malignant neoplasms,,,,,,,,Z08,,,,,,,Z08,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_FOLLOW__EXAM_TREAT_CONDI_OTH_MALIG_NEOPLASMS,Follow-up examination after treatment for conditions other than malignant neoplasms,,,,,,,,Z09,,,,,,,Z09,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_ROUTI_GENERAL_HEALTH_CHECK_DEFIN_SUBPO,Routine general health check-up of defined subpopulation,,,,,,,,Z10,,,,,,,Z10,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_SPECIAL_SCREEN_EXAM_INFECTIOUS_PARASITIC_DISEA,Special screening examination for infectious and parasitic diseases,,,,,,,,Z11,,,,,,,Z11,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_SPECIAL_SCREEN_EXAM_NEOPLASMS,Special screening examination for neoplasms,,,,,,,,Z12,,,,,,,Z12,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_SPECIAL_SCREEN_EXAM_OTH_DISEA_DISORD,Special screening examination for other diseases and disorders,,,,,,,,Z13,,,,,,,Z13,,,,,,,,,,,,,,,,,,,,,,DF4,Z[0-1],
#Z21,3,,Z21_CONTACT_W_EXPOS_COMMUNICAB_DISEA,Contact with and exposure to communicable diseases,,,,,,,,Z20,,,,,,,Z20,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_ASYMP_HUMAN_IMMUNODEFICIENCY_VIRUS_HIV_INFECTION_STATUS,Asymptomatic human immunodeficiency virus [HIV] infection status,,,,,,,,Z21,,,,,,,Z21,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_CARRIER_INFECTIOUS_DISEA,Carrier of infectious disease,,,,,,,,Z22,,,,,,,Z22,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_IMMUNI_SINGLE_BACTERIAL_DISEA,Need for immunization against single bacterial diseases,,,,,,,,Z23,,,,,,,Z23,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_IMMUNI_CERTA_SINGLE_VIRAL_DISEA,Need for immunization against certain single viral diseases,,,,,,,,Z24,,,,,,,Z24,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_IMMUNI_OTH_SINGLE_VIRAL_DISEA,Need for immunization against other single viral diseases,,,,,,,,Z25,,,,,,,Z25,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_IMMUNI_OTH_SINGLE_INFECTIOUS_DISEA,Need for immunization against other single infectious diseases,,,,,,,,Z26,,,,,,,Z26,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_IMMUNI_COMBINA_INFECTIOUS_DISEA,Need for immunization against combinations of infectious diseases,,,,,,,,Z27,,,,,,,Z27,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_IMMUNI_NOT_CARRIED,Immunization not carried out,,,,,,,,Z28,,,,,,,Z28,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_NEED_OTH_PROPHYLACT_MEASU,Need for other prophylactic measures,,,,,,,,Z29,,,,,,,Z29,,,,,,,,,,,,,,,,,,,,,,DF4,Z2,
#Z21,3,,Z21_CONTRACEPTIVE_MANAG,Contraceptive management,,,,,,,,Z30,,,,,,,Z30,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_PROCREATIVE_MANAG,Procreative management,,,,,,,,Z31,,,,,,,Z31,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_PREGNAC_EXAM_TEST,Pregnancy examination and test,2,,,,,,,Z32,,,,,,,Z32,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_PREGNANT_STATE_INCIDENTAL,"Pregnant state, incidental",2,,,,,,,Z33,,,,,,,Z33,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_SUPERV_NORMAL_PREGNAC1,Supervision of normal pregnancy,2,,,,,,,Z34,,,,,,,Z34,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_SUPERV_HIGH_R_PREGNAC,Supervision of high-risk pregnancy,2,,,,,,,Z35,,,,,,,Z35,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_ANTEN_SCREE,Antenatal screening,2,,,,,,,Z36,,,,,,,Z36,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_OUTCO_DELIV,Outcome of delivery,2,,,,,,,Z37,,,,,,,Z37,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_LIVEB_INFANTS_ACCOR_PLACE_BIRTH,Liveborn infants according to place of birth,2,,,,,,,Z38,,,,,,,Z38,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_POSTPA_CARE_EXAMI,Postpartum care and examination,2,,,,,,,Z39,,,,,,,Z39,,,,,,,,,,,,,,,,,,,,,,DF4,Z3,
#Z21,3,,Z21_PROPHYLACT_SURGE,Prophylactic surgery,,,,,,,,Z40,,,,,,,Z40,,,,,,,,,,,,,,,,,,,,,,DF4,Z4|Z5[0-4],
