query	term	label	source	quality	action
Dysplasia of cervi uteri	http://www.ebi.ac.uk/efo/EFO_1000910	dysplasia of cervix	OLS API EFO lookup	fuzzy	check if valid
Endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	EFO OBO	match	
Endometriosis of intestine	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Unspecified/other endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Endometriosis of ovary	http://www.ebi.ac.uk/efo/EFO_1000418	Ovarian Endometriosis	EFO OBO	match	
Endometriosis of pelvic peritoneum	http://purl.obolibrary.org/obo/MONDO_0001285	endometriosis of pelvic peritoneum	EFO OBO	match	
Endometriosis of rectovaginal septum and vagina	http://purl.obolibrary.org/obo/MONDO_0001288	endometriosis of rectovaginal septum and vagina	EFO OBO	match	
Endometriosis of uterus	http://purl.obolibrary.org/obo/MONDO_0010888	endometriosis of uterus	EFO OBO	match	
Erosion and ectropion of cervix uteri					
Inflammatory diseases of female pelvic organs	http://www.ebi.ac.uk/efo/EFO_1001388	Pelvic Inflammatory Disease	OLS API EFO lookup	fuzzy	check if valid
Noninflammatory disorders of female genital tract	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Female infertility	http://www.ebi.ac.uk/efo/EFO_0008560	female infertility	EFO OBO	match	
Fistulae involving female genital tract	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Pain and other conditions associated with female genital organs and menstrual cycle					
Female genital prolapse	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Female infertility, associated with anovulation	http://www.ebi.ac.uk/efo/EFO_0000545	infertility	OLS API EFO lookup	fuzzy	check if valid
Female infertility, cervigal, vaginal, other or unspecified origin	http://www.ebi.ac.uk/efo/EFO_0008560	female infertility	OLS API EFO lookup	fuzzy	check if valid
Female infertility, tubal origin	http://www.orpha.net/ORDO/Orphanet_400018	Rare female infertility due to adrenal disorder of genetic origin	OLS API EFO lookup	fuzzy	check if valid
Genitourinary diseases					
Other disorders of the genitourinary system					
Glomerular disorders in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Glomerular diseases	http://purl.obolibrary.org/obo/MONDO_0019724	secondary glomerular disease	OLS API EFO lookup	fuzzy	check if valid
Habitual aborter	http://www.ebi.ac.uk/efo/EFO_1000954	habitual abortion	OLS API EFO lookup	match	
Hydrocele	http://www.ebi.ac.uk/efo/EFO_1001859	testicular hydrocele	OLS API EFO lookup	fuzzy	check if valid
Hydronephrosis	http://www.ebi.ac.uk/efo/EFO_0005562	hydronephrosis	EFO OBO	match	
Hypertrophy of breast	http://purl.obolibrary.org/obo/HP_0010313	Breast hypertrophy	OLS API EFO lookup	fuzzy	check if valid
Impotence	http://www.ebi.ac.uk/efo/EFO_0004234	erectile dysfunction	EFO OBO	match	
Inflammatory disease of cervix uteri	http://purl.obolibrary.org/obo/MONDO_0016275	adenocarcinoma of cervix uteri	OLS API EFO lookup	fuzzy	check if valid
Inflammatory disorders of male genital organs, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Inflammatory disorders of breast	http://www.ebi.ac.uk/efo/EFO_1000984	inflammatory breast carcinoma	OLS API EFO lookup	fuzzy	check if valid
Inflammatory disease of uterus	http://www.ebi.ac.uk/efo/EFO_0009572	uterine inflammatory disease	OLS API EFO lookup	fuzzy	check if valid
Isolated proteinuria with specified morphological lesion	http://purl.obolibrary.org/obo/HP_0031678	Atherosclerotic lesion	OLS API EFO lookup	fuzzy	check if valid
Other disorders of kidney and ureter					
Unspecified lump in breast	http://purl.obolibrary.org/obo/HP_0032408	Breast mass	OLS API EFO lookup	fuzzy	check if valid
Diseases of male genital organs	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Male infertility	http://www.ebi.ac.uk/efo/EFO_0004248	male infertility	EFO OBO	match	
Other menopausal disorders	http://www.ebi.ac.uk/efo/EFO_0010685	menopausal or post-menopausal disease	OLS API EFO lookup	fuzzy	check if valid
Excessive, freguent and irrelgular menstruation					
Unspesified nephritic syndrome	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	OLS API EFO lookup	fuzzy	check if valid
Nephrotic syndrome	http://www.ebi.ac.uk/efo/EFO_0004255	nephrotic syndrome	EFO OBO	match	
Neuromuscular dysfuntion of bladder	http://www.ebi.ac.uk/efo/EFO_1001902	neuromuscular disease	OLS API EFO lookup	fuzzy	check if valid
Other obstructive and reflux uropathy	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Oligomenorrhoea					
Orchitis and epididymitis	http://www.ebi.ac.uk/efo/EFO_1001078	orchitis	OLS API EFO lookup	fuzzy	check if valid
Other disorders of  bladder	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Other disorders of male genital organs	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Other specified disorders of kidney and ureter					
Other female pelvic inflammatory diseases	http://www.ebi.ac.uk/efo/EFO_1001388	Pelvic Inflammatory Disease	OLS API EFO lookup	fuzzy	check if valid
Other inflammation of vagina/vulva	http://www.ebi.ac.uk/efo/EFO_0005757	vaginal inflammation	OLS API EFO lookup	fuzzy	check if valid
Other noninflammatory disorders of cervix uteri	http://purl.obolibrary.org/obo/MONDO_0016275	adenocarcinoma of cervix uteri	OLS API EFO lookup	fuzzy	check if valid
Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament					
Other noninflammatory disorders of uterus, except cervix					
Other noninflammatory disorders of vagina					
Other noninflammatory disorders of vulva and perineum					
Other disorders of penis					
Torsion of ovary, ovarian pedicle and fallobian tube					
Ovarian cyst	http://www.ebi.ac.uk/efo/EFO_0002511	simple cystadenoma	EFO OBO	match	
Redundant prepuce, phimosis and paraphimosis					
Polyp of the female genital tract	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal atrophic vaginitsi	http://purl.obolibrary.org/obo/MONDO_0001410	postmenopausal atrophic vaginitis	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal bleeding					
Prolapse and hernia of ovary and fallopian tube					
Other disorders of prostate	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Inflammatory diseases of prostate (prostatitis)	http://www.ebi.ac.uk/efo/EFO_0003830	prostatitis	OLS API EFO lookup	fuzzy	check if valid
Hyperplasia of prostate	http://www.ebi.ac.uk/efo/EFO_0000284	benign prostatic hyperplasia	OLS API EFO lookup	match	
Acute tubulo-interstitial nephritis	http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	OLS API EFO lookup	fuzzy	check if valid
Recurrent and persistent haematuria	http://www.orpha.net/ORDO/Orphanet_276608	Adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia	OLS API EFO lookup	fuzzy	check if valid
Renal tubulo-intestitial diseases	http://www.ebi.ac.uk/efo/EFO_1001152	renal osteodystrophy	OLS API EFO lookup	fuzzy	check if valid
Other renal tubulo-interstitial diseases	http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	OLS API EFO lookup	fuzzy	check if valid
Renal failure	http://www.ebi.ac.uk/efo/EFO_1002048	kidney failure	EFO OBO	match	
Unspesified kidney failure	http://www.ebi.ac.uk/efo/EFO_1002048	kidney failure	OLS API EFO lookup	fuzzy	check if valid
Salphingitis and oophoritis					
Spermatocele	http://www.ebi.ac.uk/efo/EFO_1001189	spermatocele	EFO OBO	match	
Torsion of testis					
Tubulo-interstitial nephritis, not spesified as acute or chronic	http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	OLS API EFO lookup	fuzzy	check if valid
Ulcer of vagina/vulva					
Urethral stricture	http://purl.obolibrary.org/obo/HP_0012227	Urethral stricture	OLS API EFO lookup	match	
Other disorders of urethra and urinary system					
Urehtritis and urethral syndrome					
Other diseases of urinary system					
Urolithiasis	http://purl.obolibrary.org/obo/MONDO_0024647	urolithiasis	EFO OBO	match	
Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	http://www.ebi.ac.uk/efo/EFO_1001239	vulvitis	OLS API EFO lookup	fuzzy	check if valid
Vulvovaginal ulceration/inflammation in other diseases	http://www.ebi.ac.uk/efo/EFO_0007543	vulvovaginal candidiasis	OLS API EFO lookup	fuzzy	check if valid
Nonalcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	non-alcoholic fatty liver disease	EFO OBO	match	
Other necrotizing vasculopathies (FG)	http://www.ebi.ac.uk/efo/EFO_0009297	fg syndrome	OLS API EFO lookup	fuzzy	check if valid
Other degenerative diseases of the nervous system	http://www.ebi.ac.uk/efo/EFO_0005772	neurodegenerative disease	OLS API EFO lookup	fuzzy	check if valid
Non-invasive ventilation					
Non-allergic asthma (mode)	http://purl.obolibrary.org/obo/MONDO_0004784	allergic asthma	OLS API EFO lookup	fuzzy	check if valid
Non-allergic asthma (mode) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Failed attempted abortion	http://www.ebi.ac.uk/efo/EFO_1001491	abortion	OLS API EFO lookup	fuzzy	check if valid
Medical abortion	http://www.ebi.ac.uk/efo/EFO_1001491	abortion	OLS API EFO lookup	fuzzy	check if valid
Spontaneous abortion	http://www.ebi.ac.uk/efo/EFO_1001255	spontaneous abortion	EFO OBO	match	
Unspecified abortion	http://www.ebi.ac.uk/efo/EFO_1000954	habitual abortion	OLS API EFO lookup	fuzzy	check if valid
Other disorders of amniotic fluid and membranes					
Abnormal findings on antenatal screening of mother	http://www.orpha.net/ORDO/Orphanet_93604	Antenatal Bartter syndrome	OLS API EFO lookup	fuzzy	check if valid
Antepartum haemorrhage, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0025328	Antepartum hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Infections of breast associated with childbirth	http://www.ebi.ac.uk/efo/EFO_1001397	Piscirickettsiaceae Infections	OLS API EFO lookup	fuzzy	check if valid
Other disorders of breast and lactation associated with childbirth	http://www.ebi.ac.uk/efo/EFO_1001034	mastitis	OLS API EFO lookup	fuzzy	check if valid
Complications following abortion and ectopic and molar pregnancy					
Complications of labour and delivery	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Complications predominantly related to the puerperium					
Other abnormal products of conception					
Delivery					
Single delivery by caesarean section					
Single delivery by forceps and vacuum extractor					
Multiple delivery					
Other assisted single delivery	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Perineal laceration during delivery	http://www.ebi.ac.uk/efo/EFO_0009816	perineal laceration during delivery	EFO OBO	match	
Single spontaneous delivery	http://www.ebi.ac.uk/efo/EFO_1001255	spontaneous abortion	OLS API EFO lookup	fuzzy	check if valid
Excessive vomiting in pregnancy	http://www.ebi.ac.uk/efo/EFO_0002950	pregnancy	OLS API EFO lookup	fuzzy	check if valid
Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_0003917	premature birth	OLS API EFO lookup	fuzzy	check if valid
Failed induction of labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
False labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	EFO OBO	match	
Gestational [pregnancy-induced] hypertension	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	fuzzy	check if valid
Gestational [pregnancy-induced] oedema and proteinuria without hypertension	http://www.ebi.ac.uk/efo/EFO_0000668	preeclampsia	OLS API EFO lookup	fuzzy	check if valid
Haemorrhage in early pregnancy	http://www.ebi.ac.uk/efo/EFO_0002950	pregnancy	OLS API EFO lookup	fuzzy	check if valid
Pregnancy hypertension	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	fuzzy	check if valid
Intrahepatic Cholestasis of Pregnancy (ICP)	http://purl.obolibrary.org/obo/MONDO_0019072	intrahepatic cholestasis	OLS API EFO lookup	fuzzy	check if valid
Abnormalities of forces of labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
Labour and delivery complicated by fetal stress [distress]	http://purl.obolibrary.org/obo/HP_0025116	Fetal distress	OLS API EFO lookup	fuzzy	check if valid
Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Long labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
Obstructed labour due to malposition and malpresentation of fetus					
Other obstructed labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
Other complications of labour and delivery, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Obstructed labour due to maternal pelvic abnormality	http://www.orpha.net/ORDO/Orphanet_98794	Angelman syndrome due to maternal 15q11q13 deletion	OLS API EFO lookup	fuzzy	check if valid
Labour and delivery complicated by umbilical cord complications	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Maternal care related to the fetus and amniotic cavity and possible delivery problems					
Maternal care for known or suspected disproportion					
Maternal care for known or suspected fetal abnormality and damage	http://purl.obolibrary.org/obo/HP_0002352	Leukoencephalopathy	OLS API EFO lookup	fuzzy	check if valid
Maternal care for other known or suspected fetal problems	http://www.ebi.ac.uk/efo/EFO_1000937	fetal erythroblastosis	OLS API EFO lookup	fuzzy	check if valid
Maternal care for known or suspected abnormality of pelvic organs	http://purl.obolibrary.org/obo/HP_0002012	Abnormality of the abdominal organs	OLS API EFO lookup	fuzzy	check if valid
Unspecified maternal hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	OLS API EFO lookup	fuzzy	check if valid
Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium					
Maternal care for known or suspected malpresentation of fetus					
Premature rupture of membranes	http://purl.obolibrary.org/obo/HP_0001788	Premature rupture of membranes	OLS API EFO lookup	match	
Multiple gestation	http://www.ebi.ac.uk/efo/EFO_0009576	multiple gestation	EFO OBO	match	
Other obstetric conditions, not elsewhere classified					
Other obstetric trauma	http://www.ebi.ac.uk/efo/EFO_0009888	trauma complication	OLS API EFO lookup	fuzzy	check if valid
Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium					
Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_1001833	Pubic Symphysis Diastasis	OLS API EFO lookup	fuzzy	check if valid
Placenta praevia	http://www.ebi.ac.uk/efo/EFO_0007442	placenta praevia	EFO OBO	match	
Premature separation of placenta [abruptio placentae]	http://www.ebi.ac.uk/efo/EFO_0009077	premature chromatid separation trait	OLS API EFO lookup	fuzzy	check if valid
Polyhydramnios	http://purl.obolibrary.org/obo/HP_0001561	Polyhydramnios	OLS API EFO lookup	match	
Postpartum haemorrhage	http://www.ebi.ac.uk/efo/EFO_0009579	postpartum hemorrhage	EFO OBO	match	
Pre-eclampsia	http://www.ebi.ac.uk/efo/EFO_0000668	preeclampsia	EFO OBO	match	
Pregnancy with abortive outcome	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_0003917	premature birth	OLS API EFO lookup	fuzzy	check if valid
Diabetes mellitus in pregnancy	http://www.ebi.ac.uk/efo/EFO_0004593	gestational diabetes	OLS API EFO lookup	fuzzy	check if valid
Ectopic pregnancy	http://purl.obolibrary.org/obo/HP_0031456	Ectopic pregnancy	OLS API EFO lookup	match	
Infections of genitourinary tract in pregnancy	http://www.ebi.ac.uk/efo/EFO_0002950	pregnancy	OLS API EFO lookup	fuzzy	check if valid
Hydatidiform mole	http://www.orpha.net/ORDO/Orphanet_59305	Gestational trophoblastic neoplasm	EFO OBO	match	
Maternal care for other conditions predominantly related to pregnancy	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Other maternal disorders predominantly related to pregnancy	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Prolonged pregnancy	http://www.ebi.ac.uk/efo/EFO_0009681	post term pregnancy	EFO OBO	match	
Venous complications and haemorrhoids in pregnancy					
Preterm labour and delivery	http://purl.obolibrary.org/obo/HP_0011412	Ventouse delivery	OLS API EFO lookup	fuzzy	check if valid
Pre-eclampsia or eclampsia	http://purl.obolibrary.org/obo/HP_0100601	Eclampsia	OLS API EFO lookup	fuzzy	check if valid
Complications of the puerperium, not elsewhere classified					
Other puerperal infections	http://www.ebi.ac.uk/efo/EFO_1001407	Puerperal Infection	OLS API EFO lookup	fuzzy	check if valid
Puerperal sepsis	http://purl.obolibrary.org/obo/HP_0100806	Sepsis	OLS API EFO lookup	fuzzy	check if valid
Retained placenta and membranes, without haemorrhage					
Alcohol related diseases, tilastokeskus definition	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Alcohol related diseases, tilastokeskus definition, death only	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Colectomy operation					
Total colectomy operation					
Osteoporosis with pathological fracture (FG)	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis	OLS API EFO lookup	fuzzy	check if valid
Drug-induced osteoporosis with pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal osteoporosis with pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003854	postmenopausal osteoporosis	OLS API EFO lookup	fuzzy	check if valid
Other ILD-related CVD-co-morbidities					
Other systemic involvement of connective tissue (FG)					
Disorders related to short gestation and low birth weight, not elsewhere classified	http://purl.obolibrary.org/obo/MONDO_0017292	well-differentiated fetal adenocarcinoma of the lung	OLS API EFO lookup	fuzzy	check if valid
Disorders related to length of gestation and fetal growth	http://purl.obolibrary.org/obo/HP_0010956	Fetal megacystis	OLS API EFO lookup	fuzzy	check if valid
Haemorrhagic and haematological disorders of fetus and newborn					
Respiratory and cardiovascular disorders specific to the perinatal period	http://purl.obolibrary.org/obo/MONDO_0001208	acute respiratory failure	OLS API EFO lookup	fuzzy	check if valid
Respiratory distress of newborn	http://www.ebi.ac.uk/efo/EFO_1000644	newborn respiratory distress syndrome	OLS API EFO lookup	fuzzy	check if valid
Pain (limb, back, neck, head abdominally)	http://purl.obolibrary.org/obo/HP_0003418	Back pain	OLS API EFO lookup	fuzzy	check if valid
Secondary parkinsonism	http://www.ebi.ac.uk/efo/EFO_1001175	secondary Parkinson disease	OLS API EFO lookup	match	
Secondary parkinsonism (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_1001175	secondary Parkinson disease	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease, strict definition	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease, strict definition (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Dementia due to Parkinsons disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Dementia due to Parkinsons disease (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumonia (organism specified)	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonias (Asthma/COPD co-morbidities)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Pneumococcal septichemia	http://www.ebi.ac.uk/efo/EFO_1001925	pneumococcal bacteremia	OLS API EFO lookup	fuzzy	check if valid
Pollen allergy	http://www.ebi.ac.uk/efo/EFO_0003956	seasonal allergic rhinitis	OLS API EFO lookup	match	
Polycythaemia vera	http://www.ebi.ac.uk/efo/EFO_0002429	polycythemia vera	OLS API EFO lookup	fuzzy	check if valid
Primary coxarthrosis, bilateral	http://www.orpha.net/ORDO/Orphanet_1980	Bilateral striopallidodentate calcinosis	OLS API EFO lookup	fuzzy	check if valid
Primary gonarthrosis, bilateral	http://www.orpha.net/ORDO/Orphanet_1980	Bilateral striopallidodentate calcinosis	OLS API EFO lookup	fuzzy	check if valid
Psoriasis (vulgaris), strict definition	http://www.ebi.ac.uk/efo/EFO_1001494	psoriasis vulgaris	OLS API EFO lookup	fuzzy	check if valid
Other psoriatic arthropathies	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	OLS API EFO lookup	fuzzy	check if valid
Psoriatic and enteropathic arthropathies	http://www.ebi.ac.uk/efo/EFO_0000706	spondyloarthropathy	OLS API EFO lookup	fuzzy	check if valid
Immune disease comorbidities					
COPD/asthma/ILD related infections	http://www.ebi.ac.uk/efo/EFO_1001406	Prosthesis-Related Infections	OLS API EFO lookup	fuzzy	check if valid
Medication related adverse effects (Asthma/COPD)	http://www.ebi.ac.uk/efo/EFO_0009658	adverse effect	OLS API EFO lookup	fuzzy	check if valid
COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Psychiatric comorbidites (Asthma/COPD)					
Chromosomal abnormalities, not elsewhere classified					
Cleft lip and cleft palate	http://www.orpha.net/ORDO/Orphanet_320317	Cleft lip/palate - ectodermal dysplasia	OLS API EFO lookup	fuzzy	check if valid
Congenital deformities of feet	http://www.orpha.net/ORDO/Orphanet_294944	Congenital deformities of limbs	OLS API EFO lookup	fuzzy	check if valid
Congenital deformities of hip	http://www.orpha.net/ORDO/Orphanet_294944	Congenital deformities of limbs	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of aortic and mitral valves	http://www.ebi.ac.uk/efo/EFO_0005938	congenital left-sided heart lesions	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of breast	http://purl.obolibrary.org/obo/HP_0100783	Breast aplasia	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of cardiac septa	http://www.orpha.net/ORDO/Orphanet_2445	Conotruncal heart malformations	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of the circulatory system					
Congenital malformations and deformations of the musculoskeletal system					
Congenital malformations of eye, ear, face and neck	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of genital organs	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of great arteries	http://www.orpha.net/ORDO/Orphanet_98724	congenital anomaly of the great arteries	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of the musculoskeletal system, not elsewhere classified					
Congenital malformations of the nervous system	http://purl.obolibrary.org/obo/MONDO_0002320	congenital nervous system disorder	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of ovaries, fallopian tubes and broad ligaments					
Congenital malformations of the respiratory system	http://purl.obolibrary.org/obo/HP_0030680	Abnormality of cardiovascular system morphology	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of the urinary system	http://www.orpha.net/ORDO/Orphanet_183539	Genetic renal or urinary tract malformation	OLS API EFO lookup	fuzzy	check if valid
Congenital malformations of uterus and cervix					
Congenital musculoskeletal deformities of head, face, spine and chest					
Congenital obstructive defects of renal pelvis and congenital malformations of ureter	http://www.orpha.net/ORDO/Orphanet_2190	Congenital hydronephrosis	OLS API EFO lookup	fuzzy	check if valid
Cystic kidney disease	http://www.ebi.ac.uk/efo/EFO_0008615	Cystic Kidney Disease	EFO OBO	match	
Other congenital malformations	http://purl.obolibrary.org/obo/MONDO_0000904	complex cortical dysplasia with other brain malformations	OLS API EFO lookup	fuzzy	check if valid
Other congenital malformations of circulatory system					
Other congenital malformations of the digestive system					
Other congenital malformations of ear	http://www.orpha.net/ORDO/Orphanet_2475	White forelock with malformations	OLS API EFO lookup	fuzzy	check if valid
Other congenital malformations of face and neck	http://www.ebi.ac.uk/efo/EFO_0000389	cutaneous melanoma	OLS API EFO lookup	fuzzy	check if valid
Other congenital malformations of peripheral vascular system					
Other congenital malformations of skin	http://www.orpha.net/ORDO/Orphanet_2451	Mucocutaneous venous malformations	OLS API EFO lookup	fuzzy	check if valid
Other congenital malformations of tongue, mouth and pharynx					
Other specified congenital malformation syndromes affecting multiple systems	http://www.ebi.ac.uk/efo/EFO_0005560	hereditary multiple exostoses	OLS API EFO lookup	fuzzy	check if valid
Phakomatoses, not elsewhere classified					
Undescended testicle	http://www.ebi.ac.uk/efo/EFO_0004562	cryptorchidism	EFO OBO	match	
Abdominal and pelvic pain	http://www.ebi.ac.uk/efo/EFO_1000748	pelvic lipomatosis	OLS API EFO lookup	fuzzy	check if valid
Abnormalities of breathing	http://www.ebi.ac.uk/efo/EFO_0010268	brain abnormalities, neurodegeneration, and dysosteosclerosis	OLS API EFO lookup	fuzzy	check if valid
Abnormalities of gait and mobility	http://www.orpha.net/ORDO/Orphanet_2114	Hip dysplasia, Beukes type	OLS API EFO lookup	fuzzy	check if valid
Abnormalities of heart beat	http://purl.obolibrary.org/obo/HP_0001962	Palpitations	OLS API EFO lookup	fuzzy	check if valid
Abnormal blood-pressure reading, without diagnosis	http://purl.obolibrary.org/obo/HP_0030972	Abnormal systemic blood pressure	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings on diagnostic imaging of breast					
Abnormal findings on diagnostic imaging of central nervous system					
Abnormal findings on diagnostic imaging and in function studies, without diagnosis	http://www.ebi.ac.uk/efo/EFO_0007627	airway imaging measurement	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings on diagnostic imaging of lung					
Abnormal findings on diagnostic imaging of other body structures					
Abnormal findings on examination of blood, without diagnosis	http://www.ebi.ac.uk/efo/EFO_0005296	migraine without aura	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis	http://www.ebi.ac.uk/efo/EFO_1000669	allergic urticaria	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings on examination of urine, without diagnosis	http://purl.obolibrary.org/obo/HP_0012614	Abnormal urine cytology	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings in nipple discharge synovial fluid wound secretions	http://www.ebi.ac.uk/efo/EFO_0009365	vaginal discharge	OLS API EFO lookup	fuzzy	check if valid
Abnormal findings in secretions and smears from cervix uteri vagina vulva					
Abnormal involuntary movements	http://purl.obolibrary.org/obo/MONDO_0060491	neurodevelopmental disorder with involuntary movements	OLS API EFO lookup	fuzzy	check if valid
Abnormal results of function studies					
