phenocode	name	n_cases	n_controls	path_bucket	path_https
OTHER_SYSTCON_FG	Other systemic involvement of connective tissue (FG)	3076	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_OTHER_SYSTCON_FG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_OTHER_SYSTCON_FG.gz
P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED	Disorders related to short gestation and low birth weight, not elsewhere classified	172	176698	gs://finngen-public-data-r4/summary_stats/finngen_R4_P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_P16_DISORD_RELATED_GESTATION_LOW_BIRTHWGHTT_NECIFIED.gz
P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth	201	176698	gs://finngen-public-data-r4/summary_stats/finngen_R4_P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH.gz
P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO	Haemorrhagic and haematological disorders of fetus and newborn	113	176786	gs://finngen-public-data-r4/summary_stats/finngen_R4_P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_P16_HAEMORRHAGIC_HAEMATOL_DISORD_FETUS_NEWBO.gz
P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD	Respiratory and cardiovascular disorders specific to the perinatal period	159	176740	gs://finngen-public-data-r4/summary_stats/finngen_R4_P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_P16_RESPI_CARDIOV_DISORD_SPECIFIC_PERINA_PERIOD.gz
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	106	176740	gs://finngen-public-data-r4/summary_stats/finngen_R4_P16_RESPI_DISTR_NEWBO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_P16_RESPI_DISTR_NEWBO.gz
PAIN	Pain (limb, back, neck, head abdominally)	67553	109000	gs://finngen-public-data-r4/summary_stats/finngen_R4_PAIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PAIN.gz
PD2ND	Secondary parkinsonism	321	175085	gs://finngen-public-data-r4/summary_stats/finngen_R4_PD2ND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PD2ND.gz
PD2ND_EXMORE	Secondary parkinsonism (more controls excluded)	321	94096	gs://finngen-public-data-r4/summary_stats/finngen_R4_PD2ND_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PD2ND_EXMORE.gz
PDSTRICT	Parkinson's disease, strict definition	1495	175312	gs://finngen-public-data-r4/summary_stats/finngen_R4_PDSTRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PDSTRICT.gz
PDSTRICT_EXMORE	Parkinson's disease, strict definition (more controls excluded)	1495	94096	gs://finngen-public-data-r4/summary_stats/finngen_R4_PDSTRICT_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PDSTRICT_EXMORE.gz
PD_DEMENTIA	Dementia due to Parkinsons disease	235	175310	gs://finngen-public-data-r4/summary_stats/finngen_R4_PD_DEMENTIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PD_DEMENTIA.gz
PD_DEMENTIA_EXMORE	Dementia due to Parkinsons disease (more controls excluded)	235	94096	gs://finngen-public-data-r4/summary_stats/finngen_R4_PD_DEMENTIA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PD_DEMENTIA_EXMORE.gz
PNEUMOBACTKNOWN	Bacterial pneumonia (organism specified)	6231	156354	gs://finngen-public-data-r4/summary_stats/finngen_R4_PNEUMOBACTKNOWN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PNEUMOBACTKNOWN.gz
PNEUMONIA	Pneumonias (Asthma/COPD co-morbidities)	20545	156249	gs://finngen-public-data-r4/summary_stats/finngen_R4_PNEUMONIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PNEUMONIA.gz
PNEUMO_SEPTHICHE	Pneumococcal septichemia	307	176580	gs://finngen-public-data-r4/summary_stats/finngen_R4_PNEUMO_SEPTHICHE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PNEUMO_SEPTHICHE.gz
POLLENALLERG	Pollen allergy	2284	173573	gs://finngen-public-data-r4/summary_stats/finngen_R4_POLLENALLERG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_POLLENALLERG.gz
POLYCYTVERA	Polycythaemia vera	288	176259	gs://finngen-public-data-r4/summary_stats/finngen_R4_POLYCYTVERA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_POLYCYTVERA.gz
PRIM_COXARTHROSIS	Primary coxarthrosis, bilateral	3123	168949	gs://finngen-public-data-r4/summary_stats/finngen_R4_PRIM_COXARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PRIM_COXARTHROSIS.gz
PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	6305	159096	gs://finngen-public-data-r4/summary_stats/finngen_R4_PRIM_KNEEARTHROSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PRIM_KNEEARTHROSIS.gz
PSORI_STRICT	Psoriasis (vulgaris), strict definition	247	171917	gs://finngen-public-data-r4/summary_stats/finngen_R4_PSORI_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PSORI_STRICT.gz
PSOR_ARTHR_OTH	Other psoriatic arthropathies	1023	175622	gs://finngen-public-data-r4/summary_stats/finngen_R4_PSOR_ARTHR_OTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PSOR_ARTHR_OTH.gz
PSOR_ENTE_ARTHR	Psoriatic and enteropathic arthropathies	1277	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_PSOR_ENTE_ARTHR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PSOR_ENTE_ARTHR.gz
PULM_IMMUNECOMORB	Immune disease comorbidities	14229	84686	gs://finngen-public-data-r4/summary_stats/finngen_R4_PULM_IMMUNECOMORB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PULM_IMMUNECOMORB.gz
PULM_INFECTIONS	COPD/asthma/ILD related infections	45217	131682	gs://finngen-public-data-r4/summary_stats/finngen_R4_PULM_INFECTIONS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PULM_INFECTIONS.gz
PULM_MEDICATIO_COMORB	Medication related adverse effects (Asthma/COPD)	27549	149350	gs://finngen-public-data-r4/summary_stats/finngen_R4_PULM_MEDICATIO_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PULM_MEDICATIO_COMORB.gz
PULM_PNEUMONIA_SEPSIS	COPD/asthma/ILD related pneumonia or pneumonia derived septichaemia	20619	131682	gs://finngen-public-data-r4/summary_stats/finngen_R4_PULM_PNEUMONIA_SEPSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PULM_PNEUMONIA_SEPSIS.gz
PULM_PSYCH_COMORB	Psychiatric comorbidites (Asthma/COPD)	29200	84686	gs://finngen-public-data-r4/summary_stats/finngen_R4_PULM_PSYCH_COMORB.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_PULM_PSYCH_COMORB.gz
Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED	Chromosomal abnormalities, not elsewhere classified	143	176756	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CHROMOSOMAL_ABNORMALITI_NOT_ELSEW_CLASSIFIED.gz
Q17_CLEFT_LIP_CLEFT_PALATE	Cleft lip and cleft palate	130	176769	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CLEFT_LIP_CLEFT_PALATE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CLEFT_LIP_CLEFT_PALATE.gz
Q17_CONGEN_DEFORMITI_FEET	Congenital deformities of feet	260	175937	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_DEFORMITI_FEET.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_DEFORMITI_FEET.gz
Q17_CONGEN_DEFORMITI_HIP	Congenital deformities of hip	158	175937	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_DEFORMITI_HIP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_DEFORMITI_HIP.gz
Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES	Congenital malformations of aortic and mitral valves	321	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_AORTIC_MITRAL_VALVES.gz
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	139	175936	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_BREAST.gz
Q17_CONGEN_MALFO_CARDIAC_SEPTA	Congenital malformations of cardiac septa	612	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_CARDIAC_SEPTA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_CARDIAC_SEPTA.gz
Q17_CONGEN_MALFO_CIRCULATO_SYSTEM	Congenital malformations of the circulatory system	1451	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_CIRCULATO_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_CIRCULATO_SYSTEM.gz
Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM	Congenital malformations and deformations of the musculoskeletal system	962	175937	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_DEFORMAT_MUSCULOS_SYSTEM.gz
Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK	Congenital malformations of eye, ear, face and neck	772	176127	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_EYE_EAR_FACE_NECK.gz
Q17_CONGEN_MALFO_GENITAL_ORGANS	Congenital malformations of genital organs	1046	175853	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_GENITAL_ORGANS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_GENITAL_ORGANS.gz
Q17_CONGEN_MALFO_GREAT_ARTERIES	Congenital malformations of great arteries	212	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_GREAT_ARTERIES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_GREAT_ARTERIES.gz
Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED	Congenital malformations of the musculoskeletal system, not elsewhere classified	122	175937	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_MUSCULOS_SYSTEM_NOT_ELSEW_CLASSIFIED.gz
Q17_CONGEN_MALFO_NERVOUS_SYSTEM	Congenital malformations of the nervous system	187	176712	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_NERVOUS_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_NERVOUS_SYSTEM.gz
Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM	Congenital malformations of ovaries, fallopian tubes and broad ligaments	580	175853	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_OVARIES_FALLOP_TUBES_BROAD_LIGAM.gz
Q17_CONGEN_MALFO_RESPI_SYSTEM	Congenital malformations of the respiratory system	146	176753	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_RESPI_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_RESPI_SYSTEM.gz
Q17_CONGEN_MALFO_URINARY_SYSTEM	Congenital malformations of the urinary system	610	176289	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_URINARY_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_URINARY_SYSTEM.gz
Q17_CONGEN_MALFO_UTERUS_CERVIX	Congenital malformations of uterus and cervix	183	175853	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_UTERUS_CERVIX.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MALFO_UTERUS_CERVIX.gz
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	Congenital musculoskeletal deformities of head, face, spine and chest	127	175937	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST.gz
Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER	Congenital obstructive defects of renal pelvis and congenital malformations of ureter	176	176289	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CONGEN_OBSTRUCTIVE_DEFECTS_RENAL_PELVIS_CONGEN_MALFO_URETER.gz
Q17_CYSTIC_KIDNEY_DISEA	Cystic kidney disease	374	176289	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_CYSTIC_KIDNEY_DISEA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_CYSTIC_KIDNEY_DISEA.gz
Q17_OTHER_CONGEN_MALFO	Other congenital malformations	963	175936	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO.gz
Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM	Other congenital malformations of circulatory system	236	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_CIRCULATO_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1	Other congenital malformations of the digestive system	394	176505	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_DIGES_SYSTEM1.gz
Q17_OTHER_CONGEN_MALFO_EAR	Other congenital malformations of ear	141	176127	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_EAR.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_EAR.gz
Q17_OTHER_CONGEN_MALFO_FACE_NECK	Other congenital malformations of face and neck	326	176127	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_FACE_NECK.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_FACE_NECK.gz
Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM	Other congenital malformations of peripheral vascular system	105	175448	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_PERIP_VASCULAR_SYSTEM.gz
Q17_OTHER_CONGEN_MALFO_SKIN	Other congenital malformations of skin	468	175936	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_SKIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_SKIN.gz
Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX	Other congenital malformations of tongue, mouth and pharynx	124	176505	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_CONGEN_MALFO_TONGUE_MOUTH_PHARYNX.gz
Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS	Other specified congenital malformation syndromes affecting multiple systems	157	175936	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_OTHER_SPECIFE_CONGEN_MALFO_SYNDR_AFFECTING_MULTIPLE_SYSTEMS.gz
Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	113	175936	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED.gz
Q17_UNDES_TESTICLE	Undescended testicle	105	175853	gs://finngen-public-data-r4/summary_stats/finngen_R4_Q17_UNDES_TESTICLE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_Q17_UNDES_TESTICLE.gz
R18_ABDOMI_PELVIC_PAIN	Abdominal and pelvic pain	38127	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABDOMI_PELVIC_PAIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABDOMI_PELVIC_PAIN.gz
R18_ABNORMALITI_BREAT	Abnormalities of breathing	19016	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_BREAT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_BREAT.gz
R18_ABNORMALITI_GAIT_MOBIL	Abnormalities of gait and mobility	952	170085	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_GAIT_MOBIL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_GAIT_MOBIL.gz
R18_ABNORMALITI_HEART_BEAT	Abnormalities of heart beat	4334	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_HEART_BEAT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMALITI_HEART_BEAT.gz
R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS	Abnormal blood-pressure reading, without diagnosis	326	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_BLOOD_P_READI_WO_DIAGNOSIS.gz
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST	Abnormal findings on diagnostic imaging of breast	121	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_BREAST.gz
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM	Abnormal findings on diagnostic imaging of central nervous system	270	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_CENTRAL_NERVOUS_SYSTEM.gz
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS	Abnormal findings on diagnostic imaging and in function studies, without diagnosis	6678	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_FUNCTION_STUDI_WO_DIAGNOSIS.gz
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG	Abnormal findings on diagnostic imaging of lung	4811	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_LUNG.gz
R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES	Abnormal findings on diagnostic imaging of other body structures	919	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_DIAGNOST_IMAGI_OTHER_BODY_STRUCTURES.gz
R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS	Abnormal findings on examination of blood, without diagnosis	4920	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_BLOOD_WO_DIAGNOSIS.gz
R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS	Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis	7402	169497	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_OTHER_BODY_FLUIDS_SUBST_TISSU_WO_DIAGNOSIS.gz
R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS	Abnormal findings on examination of urine, without diagnosis	448	176451	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_EXAMI_URINE_WO_DIAGNOSIS.gz
R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE	Abnormal findings in nipple discharge synovial fluid wound secretions	112	169497	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_NIPPLE_DISCH_SYNOVIAL_FLUID_WOUND_SECRE.gz
R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA	Abnormal findings in secretions and smears from cervix uteri vagina vulva	6619	169497	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_FINDI_SECRE_SMEARS_CERVIX_UTERI_VAGINA_VULVA.gz
R18_ABNORMAL_INVOLU_MOVEM	Abnormal involuntary movements	1332	170085	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_INVOLU_MOVEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_INVOLU_MOVEM.gz
R18_ABNORMAL_RESULTS_FUNCTION_STUDI	Abnormal results of function studies	718	170221	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_RESULTS_FUNCTION_STUDI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_RESULTS_FUNCTION_STUDI.gz
R18_ABNORMAL_SERUM_ENZYME_LEVELS	Abnormal serum enzyme levels	2925	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_SERUM_ENZYME_LEVELS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_SERUM_ENZYME_LEVELS.gz
R18_ABNORMAL_SPERMATOZ	Abnormal spermatozoa	595	169497	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_SPERMATOZ.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ABNORMAL_SPERMATOZ.gz
R18_ASCITES	Ascites	526	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ASCITES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ASCITES.gz
