query	term	label	source	quality	action
Conjunctivitis (acute, non atopic)	http://purl.obolibrary.org/obo/MONDO_0001214	acute conjunctivitis	OLS API EFO lookup	fuzzy	check if valid
Atopic conjunctivitis	http://www.ebi.ac.uk/efo/EFO_0007141	allergic conjunctivitis	OLS API EFO lookup	match	
Chronic conjunctivitis	http://purl.obolibrary.org/obo/MONDO_0002314	chronic conjunctivitis	OLS API EFO lookup	match	
Convergent concomitant strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified corneal deformities and disorders					
Other disorders of cornea	http://www.ebi.ac.uk/efo/EFO_0009464	Other disorders of cornea	Zooma API lookup	match	
Corneal ulcer	http://purl.obolibrary.org/obo/HP_0012804	Corneal ulceration	OLS API HP exact lookup	match	check if in OT
Diplopia	http://purl.obolibrary.org/obo/HP_0000651	Diplopia	OLS API HP exact lookup	match	check if in OT
Divergent concomitant strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Ectropion of eyelid	http://purl.obolibrary.org/obo/MONDO_0002043	ectropion (disease)	OLS API EFO lookup	match	
Entropion and trichiasis of eyelid					
Episcleritis	http://purl.obolibrary.org/obo/HP_0100534	Episcleritis	OLS API HP exact lookup	match	check if in OT
Diseases of the eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	eye adnexa disease	OLS API EFO lookup	fuzzy	check if valid
Other specified and unspecified disorders of eye and adnexa					
Other disorders of eyelid	http://www.ebi.ac.uk/efo/EFO_0009547	Other disorders of eyelid	Zooma API lookup	match	
Other inflammation of eyelid	http://www.ebi.ac.uk/efo/EFO_0009536	Other inflammation of eyelid	Zooma API lookup	match	
Disorders of eyelid in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0009547	Disorders of eyelid in diseases classified elsewhere	Zooma API lookup	match	
Other disorders of eye and adnexa	http://www.ebi.ac.uk/efo/EFO_0009546	Other disorders of eye and adnexa	Zooma API lookup	match	
Primary angle-closure glaucoma	http://www.ebi.ac.uk/efo/EFO_1001506	primary angle closure glaucoma	OLS API EFO lookup	match	
Other and unspecified glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	EFO OBO	match	
Use of antiglaucoma preparations and miotics	http://www.ebi.ac.uk/efo/EFO_0009944	Antiglaucoma preparations and miotics use measurement	OLS API EFO lookup	fuzzy	check if valid
Primary open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	primary open angle glaucoma	Zooma API lookup	match	
Glaucoma secondary to other eye disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Glaucoma suspect	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Disorders of globe	http://www.ebi.ac.uk/efo/EFO_0003966	Disorders of globe	Zooma API lookup	match	
Herpesviral keratitis and keratoconjunctivitis	http://www.ebi.ac.uk/efo/EFO_1000906	dry eye syndrome	OLS API EFO lookup	fuzzy	check if valid
Heterophoria	http://purl.obolibrary.org/obo/HP_0032011	Heterophoria	OLS API HP exact lookup	match	check if in OT
Hordeolum and other deep inflammation of eyelid					
Hypermetropia	http://purl.obolibrary.org/obo/HP_0000540	hypermetropia	EFO OBO	match	
Intermittent heterotropia	http://www.orpha.net/ORDO/Orphanet_329967	Intermittent hydrarthrosis	OLS API EFO lookup	fuzzy	check if valid
Acute and subacute iridocyclitis	http://purl.obolibrary.org/obo/MONDO_0016137	acute and subacute inflammatory demyelinating polyneuropathy	OLS API EFO lookup	fuzzy	check if valid
Chronic iridocyclitis	http://purl.obolibrary.org/obo/HP_0001094	Iridocyclitis	OLS API EFO lookup	fuzzy	check if valid
Iridocyclitis	http://purl.obolibrary.org/obo/HP_0001094	Iridocyclitis	Zooma API lookup	match	
Keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	Keratitis	Zooma API lookup	match	
Keratitis and keratoconjunctivitis in other diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_1000906	dry eye syndrome	OLS API EFO lookup	fuzzy	check if valid
Other keratitis	http://www.ebi.ac.uk/efo/EFO_0009449	keratitis	OLS API EFO lookup	fuzzy	check if valid
Other disorders of lacrimal gland					
Disorders of lacrimal system	http://www.ebi.ac.uk/efo/EFO_0009455	Disorders of lacrimal system	Zooma API lookup	match	
Disorders of lens	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Disorders of eyelid, lacrimal system and orbit	http://www.ebi.ac.uk/efo/EFO_0001067	parasitic infection	OLS API EFO lookup	fuzzy	check if valid
Degeneration of macula and posterior pole	http://purl.obolibrary.org/obo/MONDO_0002175	degeneration of macula and posterior pole	OLS API EFO lookup	match	
Diabetic maculopathy	http://www.ebi.ac.uk/efo/EFO_0010133	diabetic maculopathy	OLS API EFO lookup	match	
Moderate visual impairment, binocular	http://purl.obolibrary.org/obo/HP_0030515	Moderately reduced visual acuity	OLS API HP exact lookup	match	check if in OT
Myopia	http://purl.obolibrary.org/obo/HP_0000545	Myopia	Zooma API lookup	match	
Disorders of ocular muscles, binocular movement, accommodation and refraction					
Ocular pain	http://purl.obolibrary.org/obo/HP_0200026	Ocular pain	OLS API HP exact lookup	match	check if in OT
Disorders of optic nerve and visual pathways	http://www.ebi.ac.uk/efo/EFO_1001073	optic nerve neoplasm	OLS API EFO lookup	fuzzy	check if valid
Optic neuritis	http://www.ebi.ac.uk/efo/EFO_0007405	optic neuritis	EFO OBO	match	
Other disorders of optic [2nd] nerve and visual pathways					
Disorders of orbit	http://www.ebi.ac.uk/efo/EFO_0009664	Disorders of orbit	Zooma API lookup	match	
Other disorders of conjunctiva	http://www.ebi.ac.uk/efo/EFO_1000203	Other disorders of conjunctiva	Zooma API lookup	match	
Sixth [abducent] nerve palsy	http://www.ebi.ac.uk/efo/EFO_0007167	Bell's palsy	OLS API EFO lookup	fuzzy	check if valid
Paralytic strabismus	http://www.ebi.ac.uk/efo/EFO_0009678	Paralytic strabismus	Zooma API lookup	match	
Peripheral retinal degeneration	http://purl.obolibrary.org/obo/HP_0007769	Peripheral retinal degeneration	OLS API HP exact lookup	match	check if in OT
Presbyopia					
Pterygium	http://www.ebi.ac.uk/efo/EFO_0000678	pterygium	EFO OBO	match	
Ptosis of eyelid	http://purl.obolibrary.org/obo/MONDO_0000728	ptosis (disease)	OLS API EFO lookup	fuzzy	check if valid
Disorders of refraction and accommodation	http://purl.obolibrary.org/obo/HP_0000539	Disorders of refraction and accommodation	Zooma API lookup	match	
Retinal breaks without detachment	http://www.ebi.ac.uk/efo/EFO_0005773	retinal detachment	OLS API EFO lookup	fuzzy	check if valid
Retinal detachments and breaks	http://www.ebi.ac.uk/efo/EFO_0005773	Retinal detachments and breaks	Zooma API lookup	match	
Retinal detachment with retinal break	http://www.ebi.ac.uk/efo/EFO_0005240	rhegmatogenous retinal detachment	OLS API EFO lookup	fuzzy	check if valid
Other, unspecified and serous retinal detachments					
Other retinal disorders	http://www.ebi.ac.uk/efo/EFO_0003839	Other retinal disorders	Zooma API lookup	match	
Other specified and unspecified retinal disorders	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Separation of retinal layers (serosa)	http://www.ebi.ac.uk/efo/EFO_0005773	retinal detachment	OLS API EFO lookup	fuzzy	check if valid
Retinal vascular disorders	http://purl.obolibrary.org/obo/MONDO_0002311	retinal vascular disease	OLS API EFO lookup	fuzzy	check if valid
Diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	EFO OBO	match	
Diabetic background retinopathy	http://www.ebi.ac.uk/efo/EFO_0009760	non-proliferative diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Other diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0003770	diabetic retinopathy	OLS API EFO lookup	fuzzy	check if valid
Proliferative diabetic retinopathy	http://www.ebi.ac.uk/efo/EFO_0009322	Proliferative diabetic retinopathy	Zooma API lookup	match	
Retinal vascular occlusion	http://www.ebi.ac.uk/efo/EFO_1001157	Retinal vascular occlusions	Zooma API lookup	match	
Other and unspecified vascular occlusions	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Disorders of sclera, cornea, iris and ciliary body					
Scleritis and episcleritis	http://purl.obolibrary.org/obo/MONDO_0001269	scleral disease	OLS API EFO lookup	fuzzy	check if valid
Stenosis and insufficiency of lacrimal passages	http://purl.obolibrary.org/obo/MONDO_0019817	congenital mitral valve insufficiency and/or stenosis	OLS API EFO lookup	fuzzy	check if valid
Strabismus	http://purl.obolibrary.org/obo/HP_0000486	strabismus	Zooma API lookup	match	
Other strabismus	http://purl.obolibrary.org/obo/HP_0000486	Other strabismus	Zooma API lookup	match	
Use of eye-antiallergens (taken as indicator of allergic/atopic conjunctivitis)	http://purl.obolibrary.org/obo/HP_0000758	Impaired use of nonverbal behaviors	OLS API EFO lookup	fuzzy	check if valid
Vertical strabismus	http://purl.obolibrary.org/obo/HP_0000486	Strabismus	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified visual disturbances	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Visual field defects	http://purl.obolibrary.org/obo/HP_0001123	Visual field defect	OLS API EFO lookup	match	
Visual disturbances and blindness					
Visual disturbances	http://purl.obolibrary.org/obo/HP_0000505	Visual disturbances	Zooma API lookup	match	
Subjective visual disturbances	http://www.ebi.ac.uk/efo/EFO_0009543	disturbances of sensation of smell and taste	OLS API EFO lookup	fuzzy	check if valid
Disorders of vitreous body	http://www.ebi.ac.uk/efo/EFO_0008624	Disorders of vitreous body	Zooma API lookup	match	
Disorders of vitreous body and globe					
Vitreous haemorrhage	http://purl.obolibrary.org/obo/HP_0007902	Vitreous hemorrhage	OLS API HP exact lookup	match	check if in OT
Other vitreous opacities	http://www.ebi.ac.uk/efo/EFO_0008625	vitreous prolapse	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified disorders of vitreous body	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Benign paroxysmal vertigo	http://www.orpha.net/ORDO/Orphanet_71518	Benign paroxysmal torticollis of infancy	OLS API EFO lookup	fuzzy	check if valid
Impacted cerumen	http://purl.obolibrary.org/obo/HP_0030788	Impacted cerumen	OLS API HP exact lookup	match	check if in OT
Cholesteatoma of middle ear	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	EFO OBO	match	
Chronic suppurative otitis media	http://purl.obolibrary.org/obo/MONDO_0021206	chronic non-suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Conductive and sensorineural hearing loss	http://www.ebi.ac.uk/efo/EFO_1001176	Conductive and sensorineural hearing loss	Zooma API lookup	match	
Diseases of the ear and mastoid process	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	OLS API EFO lookup	fuzzy	check if valid
Other specified disorders of external ear					
Diseases of external ear					
Otitis externa	http://purl.obolibrary.org/obo/HP_0000389	otitis externa	OT Zooma Mappings	match	
Other infective otitis externa	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Otitis externa, unspecified	http://purl.obolibrary.org/obo/HP_0000389	otitis externa	OT Zooma Mappings	match	
Other otitis externa (chronic)	http://www.ebi.ac.uk/efo/EFO_0009560	otitis externa	OLS API EFO lookup	fuzzy	check if valid
Conductive hearing loss, unspecified	http://purl.obolibrary.org/obo/HP_0000405	Conductive hearing impairment	OLS API HP exact lookup	match	check if in OT
Sudden idiopathic hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	hearing loss	OLS API EFO lookup	fuzzy	check if valid
Mixed conductive and sensorineural hearing loss	http://www.orpha.net/ORDO/Orphanet_383	X-linked mixed deafness with perilymphatic gusher	OLS API EFO lookup	fuzzy	check if valid
Other specified/unspecified hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	hearing loss	OLS API EFO lookup	fuzzy	check if valid
Presbycusis	http://purl.obolibrary.org/obo/HP_0040113	Old-aged sensorineural hearing impairment	OLS API HP exact lookup	match	check if in OT
Sensorineural hearing loss	http://purl.obolibrary.org/obo/HP_0000407	Sensorineural hearing impairment	EFO OBO	match	
Diseases of inner ear	http://www.ebi.ac.uk/efo/EFO_0009672	inner ear disease	OLS API EFO lookup	fuzzy	check if valid
Chronic mastoiditis					
Suppurative and unspecified otitis media	http://www.ebi.ac.uk/efo/EFO_0007503	Suppurative and unspecified otitis media	Zooma API lookup	match	
Meniere disease	http://www.ebi.ac.uk/efo/EFO_0006862	Meniere disease	OLS API EFO lookup	match	
Diseases of middle ear and mastoid	http://www.ebi.ac.uk/efo/EFO_1000678	cholesteatoma of middle ear	OLS API EFO lookup	fuzzy	check if valid
Noise effects on inner ear	http://www.ebi.ac.uk/efo/EFO_0009672	inner ear disease	OLS API EFO lookup	fuzzy	check if valid
Nonsuppurative otitis media	http://www.ebi.ac.uk/efo/EFO_0007415	Nonsuppurative otitis media	Zooma API lookup	match	
Otalgia	http://purl.obolibrary.org/obo/HP_0030766	Ear pain	OLS API EFO lookup	match	
Other disorders of ear					
Other hearing loss	http://www.ebi.ac.uk/efo/EFO_0004238	Other hearing loss	Zooma API lookup	match	
Otitis media, unspecified	http://www.ebi.ac.uk/efo/EFO_0004992	Otitis media	Zooma API lookup	match	
Otosclerosis	http://www.ebi.ac.uk/efo/EFO_0004213	otosclerosis	EFO OBO	match	
Perforation of tympanic membrane	http://www.ebi.ac.uk/efo/EFO_0009472	Perforation of tympanic membrane	Zooma API lookup	match	
Other peripheral vertigo	http://purl.obolibrary.org/obo/MONDO_0004900	peripheral vertigo	OLS API EFO lookup	fuzzy	check if valid
Acute suppurative otitis media	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media	OLS API EFO lookup	fuzzy	check if valid
Suppurative otitis media, unspecified	http://www.ebi.ac.uk/efo/EFO_0007503	suppurative otitis media	EFO OBO	match	
Tinnitus	http://purl.obolibrary.org/obo/HP_0000360	tinnitus	OT Zooma Mappings	match	
Disorders of vestibular function (Vertigo)	http://www.ebi.ac.uk/efo/EFO_0009691	vestibular disease	OLS API EFO lookup	fuzzy	check if valid
Vestibular neuronitis	http://www.ebi.ac.uk/efo/EFO_0007537	vestibular neuronitis	EFO OBO	match	
Other/unspecified disorders of vestibular function	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Heart failure	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	EFO OBO	match	
Hemodialysis	http://www.ebi.ac.uk/efo/EFO_1000857	central pontine myelinolysis	OLS API EFO lookup	fuzzy	check if valid
Chronic viral hepatitis	http://www.ebi.ac.uk/efo/EFO_0007540	Chronic viral hepatitis	Zooma API lookup	match	
Hip fracture	http://www.ebi.ac.uk/efo/EFO_0003964	hip fracture	EFO OBO	match	
Hyposensibilization therapy					
Hypothyroidism (congenital or acquired)	http://www.orpha.net/ORDO/Orphanet_442	Congenital hypothyroidism	OLS API EFO lookup	fuzzy	check if valid
Pregnancy hypertension	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	fuzzy	check if valid
Atrial fibrillation and flutter	http://www.ebi.ac.uk/efo/EFO_0000275	Atrial fibrillation and flutter	Zooma API lookup	match	
Endovascular or surgical operations to intracerebral aneurysms	http://www.ebi.ac.uk/efo/EFO_0005669	intracerebral hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Cerebral aneurysm, nonruptured	http://www.ebi.ac.uk/efo/EFO_0003870	cerebral aneurysm	Zooma API lookup	match	
Angina pectoris	http://www.ebi.ac.uk/efo/EFO_0003913	angina pectoris	EFO OBO	match	
Coronary angiopasty	http://www.ebi.ac.uk/efo/EFO_1000883	coronary thrombosis	OLS API EFO lookup	fuzzy	check if valid
Aortic aneurysm	http://www.ebi.ac.uk/efo/EFO_0001666	aortic aneurysm	EFO OBO	match	
Dissection of aorta					
Arterial embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_0004286	Arterial embolism and thrombosis	Zooma API lookup	match	
Arterial embolism and thrombosis of lower extremity artery	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Other diseases of arteries and capillaries	http://www.ebi.ac.uk/efo/EFO_1000041	nephrosclerosis	OLS API EFO lookup	fuzzy	check if valid
Atherosclerosis, excluding cerebral, coronary and PAD	http://purl.obolibrary.org/obo/MONDO_0019781	astrocytoma (excluding glioblastoma)	OLS API EFO lookup	fuzzy	check if valid
AV-block	http://purl.obolibrary.org/obo/MONDO_0000465	atrioventricular block (disease)	OLS API EFO lookup	fuzzy	check if valid
Coronary artery bypass grafting					
Cardiac arrest	http://www.ebi.ac.uk/efo/EFO_0009492	cardiac arrest	OLS API EFO lookup	match	
Cardiomyopathies, Primary/intrinsic	http://www.ebi.ac.uk/efo/EFO_1000026	diffuse intrinsic pontine glioma	OLS API EFO lookup	fuzzy	check if valid
Cardiomyopathy	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	EFO OBO	match	
Cardiomyopathy, Hypertrophic obstructive	http://www.ebi.ac.uk/efo/EFO_0000538	hypertrophic cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Cardiomyopathy, other and unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Cerebrovascular diseases	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Major coronary heart disease event	http://www.ebi.ac.uk/efo/EFO_0001645	coronary heart disease	OLS API EFO lookup	fuzzy	check if valid
Major coronary heart disease event excluding revascularizations	http://www.ebi.ac.uk/efo/EFO_0001645	coronary heart disease	OLS API EFO lookup	fuzzy	check if valid
Conduction disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Coronary atherosclerosis	http://purl.obolibrary.org/obo/MONDO_0021661	coronary atherosclerosis	OLS API EFO lookup	match	
Cardiovascular diseases	http://www.ebi.ac.uk/efo/EFO_0000319	Cardiovascular disease	Zooma API lookup	match	
Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified					
Diseases of arteries, arterioles and capillaries	http://www.ebi.ac.uk/efo/EFO_0003967	vascular sarcoma	OLS API EFO lookup	fuzzy	check if valid
DVT of lower extremities and pulmonary embolism	http://www.orpha.net/ORDO/Orphanet_221043	Hereditary sclerosing poikiloderma with tendon and pulmonary involvement	OLS API EFO lookup	fuzzy	check if valid
Heart failure,strict	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	EFO OBO	match	
Heart failure,strict	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	EFO OBO	match	
Heart failure, not strict	http://www.ebi.ac.uk/efo/EFO_0003144	heart failure	EFO OBO	match	
Hypertensive diseases	http://www.ebi.ac.uk/efo/EFO_1000977	hypertensive retinopathy	OLS API EFO lookup	fuzzy	check if valid
Hypotension	http://www.ebi.ac.uk/efo/EFO_0005251	hypotension	EFO OBO	match	
Hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	EFO OBO	match	
Secondary hypertension	http://www.ebi.ac.uk/efo/EFO_1002034	secondary hypertension	OLS API EFO lookup	match	
Hypertension, essential	http://www.ebi.ac.uk/efo/EFO_0000537	hypertension	EFO OBO	match	
Hypertensive Heart Disease	http://purl.obolibrary.org/obo/MONDO_0001302	hypertensive heart disease	OLS API EFO lookup	match	
Hypertensive heart and/or renal disease	http://purl.obolibrary.org/obo/MONDO_0024633	hypertensive renal disease	OLS API EFO lookup	fuzzy	check if valid
Hypertension complicating pregnancy, childbirth, and the puerperium	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	match	
Hypertensive Renal Disease	http://www.ebi.ac.uk/efo/EFO_1002039	Hypertensive renal disease	Zooma API lookup	match	
Intracerebral haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0005669	intracerebral hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Ischaemic heart disease, wide definition	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Nontraumatic intracranial haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0000551	intracranial hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Ischemic heart diseases	http://www.ebi.ac.uk/efo/EFO_1001375	Myocardial Ischemia	OLS API EFO lookup	match	
Death due to cardiac causes	http://www.ebi.ac.uk/efo/EFO_0004278	sudden cardiac arrest	OLS API EFO lookup	fuzzy	check if valid
Left bundle-branch block	http://www.ebi.ac.uk/efo/EFO_0004138	bundle branch block	OLS API EFO lookup	fuzzy	check if valid
Nonspesific lymphadenitis	http://purl.obolibrary.org/obo/HP_0002840	Lymphadenitis	OLS API EFO lookup	fuzzy	check if valid
Other noninfective disordersof lymphatic vessels and lymph nodes					
Myocardial infarction	http://www.ebi.ac.uk/efo/EFO_0000612	myocardial infarction	EFO OBO	match	
Myocardial infarction, strict	http://www.ebi.ac.uk/efo/EFO_0000612	myocardial infarction	EFO OBO	match	
Myocarditis	http://www.ebi.ac.uk/efo/EFO_0009609	myocarditis	Zooma API lookup	match	
Non-rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0007148	aortic valve insufficiency	OLS API EFO lookup	fuzzy	check if valid
Other CVD	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Other aneurysm	http://www.ebi.ac.uk/efo/EFO_0009659	Other aneurysm	Zooma API lookup	match	
Other arrhytmias	http://purl.obolibrary.org/obo/MONDO_0019546	other acquired skin disease	OLS API EFO lookup	fuzzy	check if valid
Other heart diseases	http://www.ebi.ac.uk/efo/EFO_0003777	heart disease	OLS API EFO lookup	fuzzy	check if valid
Other or ill-defined heart diseases	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Other other unspecified disorders of the circulatory system	http://www.ebi.ac.uk/efo/EFO_0000319	cardiovascular disease	OLS API EFO lookup	fuzzy	check if valid
Other peripheral vascular diseases	http://www.ebi.ac.uk/efo/EFO_0003875	Other peripheral vascular diseases	Zooma API lookup	match	
Peripheral artery disease	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	EFO OBO	match	
Paroxysmal tachycardia	http://www.ebi.ac.uk/efo/EFO_0009493	Paroxysmal tachycardia	Zooma API lookup	match	
Pericarditis	http://www.ebi.ac.uk/efo/EFO_0007427	pericarditis	EFO OBO	match	
Peripheral artery operations in Hilmo	http://www.ebi.ac.uk/efo/EFO_0004265	peripheral arterial disease	OLS API EFO lookup	fuzzy	check if valid
Phlebitis and thrombophlebitis (not including DVT)	http://www.ebi.ac.uk/efo/EFO_1001395	Phlebitis	OLS API EFO lookup	fuzzy	check if valid
DVT of lower extremities	http://purl.obolibrary.org/obo/HP_0002166	Impaired vibration sensation in the lower limbs	OLS API EFO lookup	fuzzy	check if valid
Status post-ami	http://www.ebi.ac.uk/efo/EFO_0008526	status epilepticus	OLS API EFO lookup	fuzzy	check if valid
Pulmonary embolism	http://www.ebi.ac.uk/efo/EFO_0003827	pulmonary embolism	EFO OBO	match	
Pulmonary heart disease, diseases of pulmonary circulation	http://www.ebi.ac.uk/efo/EFO_1001103	persistent fetal circulation syndrome	OLS API EFO lookup	fuzzy	check if valid
Other pulmonary heart/vessel disease	http://purl.obolibrary.org/obo/MONDO_0001493	chronic pulmonary heart disease	OLS API EFO lookup	fuzzy	check if valid
Right bundle-branch block	http://purl.obolibrary.org/obo/HP_0011712	Right bundle branch block	OLS API HP exact lookup	match	check if in OT
Emergency coronary revascularization (for ACS)	http://www.ebi.ac.uk/efo/EFO_0004723	coronary artery calcification	OLS API EFO lookup	fuzzy	check if valid
Coronary revascularization (ANGIO or CABG)					
Rheumatic fever incl heart disease	http://www.ebi.ac.uk/efo/EFO_1001160	rheumatic fever	OLS API EFO lookup	fuzzy	check if valid
Rheumatic valve diseases	http://www.ebi.ac.uk/efo/EFO_0005755	rheumatic disease	OLS API EFO lookup	fuzzy	check if valid
Subarachnoid haemmorrhage	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Aneurysms, operations, SAH					
Sequelae of cerebrovascular disease	http://www.ebi.ac.uk/efo/EFO_0003763	Sequelae of cerebrovascular disease	Zooma API lookup	match	
Stroke, excluding SAH	http://purl.obolibrary.org/obo/MONDO_0019781	astrocytoma (excluding glioblastoma)	OLS API EFO lookup	fuzzy	check if valid
Ischaemic Stroke, excluding all haemorrhages					
Stroke, including SAH	http://www.ebi.ac.uk/efo/EFO_0000713	subarachnoid hemorrhage	OLS API EFO lookup	fuzzy	check if valid
Other embolism and thrombosis	http://www.ebi.ac.uk/efo/EFO_1001150	renal artery obstruction	OLS API EFO lookup	fuzzy	check if valid
Transient ischemic attack	http://www.ebi.ac.uk/efo/EFO_0003764	transient ischemic attack	EFO OBO	match	
Unstable angina pectoris	http://www.ebi.ac.uk/efo/EFO_0003913	angina pectoris	OLS API EFO lookup	fuzzy	check if valid
Valvular operations					
Varicose veins	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins	Zooma API lookup	match	
Oesophageal varices	http://www.ebi.ac.uk/efo/EFO_0009545	Oesophageal varices	Zooma API lookup	match	
Varicose veins of other sites	http://purl.obolibrary.org/obo/HP_0002619	Varicose veins of other sites	Zooma API lookup	match	
Vascular dementia	http://www.ebi.ac.uk/efo/EFO_0004718	vascular dementia	EFO OBO	match	
Vascular diseases of the intestine	http://www.ebi.ac.uk/efo/EFO_0004264	vascular disease	OLS API EFO lookup	fuzzy	check if valid
Vascular syndromes of brain in cerebrovascular disorders	http://www.ebi.ac.uk/efo/EFO_0003763	cerebrovascular disorder	OLS API EFO lookup	fuzzy	check if valid
Other disorders of veins	http://www.ebi.ac.uk/efo/EFO_0004264	Other disorders of veins	Zooma API lookup	match	
Valvular heart disease including rheumatic fever	http://www.ebi.ac.uk/efo/EFO_1001161	rheumatic heart disease	OLS API EFO lookup	fuzzy	check if valid
Venous thromboembolism	http://www.ebi.ac.uk/efo/EFO_0004286	venous thromboembolism	EFO OBO	match	
Bacterial intestinal infections, IBD co-morbidities	http://purl.obolibrary.org/obo/MONDO_0021678	gram-negative bacterial infections	OLS API EFO lookup	fuzzy	check if valid
IBD co-morbidities, not ICD-10 XI					
Endometriosis, IBD co-morbidity					
Infections, IBD-co-morbidities					
IBD-related operations					
Respiratory diseases principally affecting the interstitium, IBD co-morbidites	http://www.ebi.ac.uk/efo/EFO_0000684	respiratory system disease	OLS API EFO lookup	fuzzy	check if valid
Tuberculosis, IBD comorbidity	http://www.ebi.ac.uk/efo/EFO_0003767	inflammatory bowel disease	OLS API EFO lookup	fuzzy	check if valid
Viral hepatitis, IBD co-morbidity					
Any ICDMAIN event in hilmo or causes of death	http://www.ebi.ac.uk/efo/EFO_0000480	event death	OLS API EFO lookup	fuzzy	check if valid
