query	term	label	source	quality	action
Other disorders of pigmentation	http://www.ebi.ac.uk/efo/EFO_1000755	Other disorders of pigmentation	Zooma API lookup	match	
Papulosquamous disorders	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Parapsoriasis	http://www.ebi.ac.uk/efo/EFO_1000747	parapsoriasis	EFO OBO	match	
Pemphigoid	http://www.ebi.ac.uk/efo/EFO_0007187	bullous pemphigoid	EFO OBO	match	
Bullous pemphigoid	http://www.ebi.ac.uk/efo/EFO_0007187	bullous pemphigoid	EFO OBO	match	
Perioral dermatitis	http://www.ebi.ac.uk/efo/EFO_1001305	Dermatitis, Perioral	OLS API EFO lookup	fuzzy	check if valid
Pilonidal cyst	http://purl.obolibrary.org/obo/HP_0010771	Pilonidal cyst	Zooma API lookup	match	
Prurigo nodularis	http://purl.obolibrary.org/obo/MONDO_0021739	prurigo	OLS API EFO lookup	fuzzy	check if valid
Pruritus	http://purl.obolibrary.org/obo/HP_0000989	pruritus	OT Zooma Mappings	match	
Psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	EFO OBO	match	
Arthropathic psoriasis	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	EFO OBO	match	
Guttate psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified psoriasis	http://www.ebi.ac.uk/efo/EFO_0000676	psoriasis	OLS API EFO lookup	fuzzy	check if valid
Pustulosis palmaris et plantaris	http://www.orpha.net/ORDO/Orphanet_163927	Pustulosis palmaris et plantaris	EFO OBO	match	
Psoriasis vulgaris	http://www.ebi.ac.uk/efo/EFO_1001494	psoriasis vulgaris	EFO OBO	match	
Pyogenic granuloma	http://purl.obolibrary.org/obo/MONDO_0022096	pyogenic granuloma	EFO OBO	match	
Radiation-related disorders of the skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_1000707	hemangioma of subcutaneous tissue	OLS API EFO lookup	fuzzy	check if valid
Rosacea	http://www.ebi.ac.uk/efo/EFO_1000760	rosacea	EFO OBO	match	
Other and unspcified rosacea					
Scar conditions and fibrosis of skin	http://www.ebi.ac.uk/efo/EFO_0007183	bronchiolitis obliterans	OLS API EFO lookup	fuzzy	check if valid
Seborrhoeic dermatitis	http://www.ebi.ac.uk/efo/EFO_1000764	Seborrhoeic dermatitis	Zooma API lookup	match	
Seborrhoeic keratosis	http://www.ebi.ac.uk/efo/EFO_0005584	Seborrhoeic keratosis	Zooma API lookup	match	
Diseases of the skin and subcutaneous tissue	http://purl.obolibrary.org/obo/HP_0001482	Subcutaneous nodule	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified disorders of skin and subcutaneous tissue	http://www.ebi.ac.uk/efo/EFO_0000759	lipoma	OLS API EFO lookup	fuzzy	check if valid
Ulcer of lower limb, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0007068	"""Ulcer of lower limb, not elsewhere classified"""	Zooma API lookup	match	
Urticaria	http://www.ebi.ac.uk/efo/EFO_0005531	urticaria	EFO OBO	match	
Urticaria and erythema	http://www.ebi.ac.uk/efo/EFO_0005531	urticaria	OLS API EFO lookup	fuzzy	check if valid
Allergic urticaria	http://www.ebi.ac.uk/efo/EFO_1000669	allergic urticaria	EFO OBO	match	
Dermatographic urticaria	http://www.ebi.ac.uk/efo/EFO_1000685	dermatographia	EFO OBO	match	
Idiopathic urticaria	http://www.ebi.ac.uk/efo/EFO_1001881	cold urticaria	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified urticaria	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified vasculitis limited to skin	http://www.ebi.ac.uk/efo/EFO_0000211	unspecified peripheral T-cell lymphoma	OLS API EFO lookup	fuzzy	check if valid
Vasculitis limited to skin, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0006803	vasculitis	OLS API EFO lookup	fuzzy	check if valid
Lung transplantation					
Achilles tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	tendinitis	OLS API EFO lookup	fuzzy	check if valid
Adhesive capsulitis of shoulder	http://www.ebi.ac.uk/efo/EFO_1000941	frozen shoulder	EFO OBO	match	
Alogoneurodystrophy					
Ankylosing spondylitis	http://www.ebi.ac.uk/efo/EFO_0003898	ankylosing spondylitis	EFO OBO	match	
Ankylosing spondylitis, strict definition	http://www.ebi.ac.uk/efo/EFO_0003898	ankylosing spondylitis	OLS API EFO lookup	fuzzy	check if valid
Arthropathies in other diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_0000318	cardiomyopathy	OLS API EFO lookup	fuzzy	check if valid
Ohter specific/unspecified arthritis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Arthropathies					
Arthrosis	http://www.ebi.ac.uk/efo/EFO_1000999	joint disease	EFO OBO	match	
Gonarthrosis	http://www.ebi.ac.uk/efo/EFO_0004616	Gonarthrosis	Zooma API lookup	match	
Gonarthrosis,primary	http://www.ebi.ac.uk/efo/EFO_0008519	primary hyperparathyroidism	OLS API EFO lookup	fuzzy	check if valid
Gonarthrosis, primary, with knee surgery					
Other arthrosis	http://www.ebi.ac.uk/efo/EFO_0002506	Other arthrosis	Zooma API lookup	match	
Polyarhtrosis					
Coxarthrosis,	http://www.ebi.ac.uk/efo/EFO_1000786	osteoarthritis, hip	OLS API EFO lookup	fuzzy	check if valid
Coxarthrosis, primary, with hip surgery	http://www.ebi.ac.uk/efo/EFO_1000786	osteoarthritis, hip	OLS API EFO lookup	fuzzy	check if valid
Coxarthrosis, primary	http://www.ebi.ac.uk/efo/EFO_0008519	primary hyperparathyroidism	OLS API EFO lookup	fuzzy	check if valid
Synovial cyst of popliteal space [Baker]	http://purl.obolibrary.org/obo/HP_0032072	Popliteal synovial cyst	OLS API EFO lookup	fuzzy	check if valid
Bicipital tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	tendinitis	OLS API EFO lookup	fuzzy	check if valid
Biomechanical lesions, not elsewhere classified					
Disorders of continuity of bone	http://www.ebi.ac.uk/efo/EFO_0004260	Disorders of continuity of bone	Zooma API lookup	match	
Other disorders of bone density and structure	http://www.ebi.ac.uk/efo/EFO_0003923	Other disorders of bone density and structure	Zooma API lookup	match	
Other specified/unspecified disorders of  bone/cartilage	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Other bursal cyst	http://purl.obolibrary.org/obo/HP_0032072	Popliteal synovial cyst	OLS API EFO lookup	fuzzy	check if valid
Other bursitis of hip	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Other bursitis of knee	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Other bursopathies	http://www.ebi.ac.uk/efo/EFO_1000999	Other bursopathies	Zooma API lookup	match	
Calcaneal spur	http://www.ebi.ac.uk/efo/EFO_0007772	calcaneal bone quantitative ultrasound measurement	OLS API EFO lookup	fuzzy	check if valid
Calcific tendinitis of shoulder	http://purl.obolibrary.org/obo/MONDO_0001903	calcific tendinitis	OLS API EFO lookup	fuzzy	check if valid
Other articular cartilage disorders					
Cervicalgia					
Cervical disc disorders	http://www.ebi.ac.uk/efo/EFO_0009537	Cervical disc disorders	Zooma API lookup	match	
Cervicobrachial syndrome	http://www.ebi.ac.uk/efo/EFO_0009160	stromme syndrome	OLS API EFO lookup	fuzzy	check if valid
Cervicocranial syndrome	http://www.ebi.ac.uk/efo/EFO_0007165	Barre-Lieou syndrome	OLS API EFO lookup	match	
Chondromalacia	http://purl.obolibrary.org/obo/MONDO_0002342	chondromalacia	EFO OBO	match	
Chrondropathies					
Chronic crepitant synovitis/bursitis of hand and wrist/periarhritis of wrist	http://purl.obolibrary.org/obo/HP_0009487	Ulnar deviation of the hand	OLS API EFO lookup	fuzzy	check if valid
Other specified/unspecified systemic involvement of connective tissue					
Contracture of joint	http://www.ebi.ac.uk/efo/EFO_0003899	contracture	OLS API EFO lookup	fuzzy	check if valid
Other acquired deformities of musculoskeletal system and connective tissue					
Deforming dorsopathies	http://www.orpha.net/ORDO/Orphanet_216812	Osteogenesis imperfecta type 3	OLS API EFO lookup	fuzzy	check if valid
Other specified/unsepecified deforming dorsopathies	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Radial styloid tenosynovitis [de Quervain]	http://www.ebi.ac.uk/efo/EFO_1000891	De Quervain disease	OLS API EFO lookup	fuzzy	check if valid
Dermatopolymyositis	http://www.ebi.ac.uk/efo/EFO_0000398	dermatomyositis	EFO OBO	match	
Other specified/unspecified disorders of synovium and tendon +Other specified/unspecified bursopathies					
Dorsalgia	http://www.ebi.ac.uk/efo/EFO_0003843	Dorsalgia	Zooma API lookup	match	
Other/unspecified dorsalgia	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Dorsopathies					
Other specified/unspecified dorsopathies	http://www.ebi.ac.uk/efo/EFO_0000778	anthrax infection	OLS API EFO lookup	fuzzy	check if valid
Other dorsopathies, not elsewhere classified					
Palmar fascial fibromatosis [Dupuytren]	http://www.ebi.ac.uk/efo/EFO_1000438	Palmar Fibromatosis	OLS API EFO lookup	fuzzy	check if valid
Enteropathic arthropathies	http://www.ebi.ac.uk/efo/EFO_0000706	spondyloarthropathy	OLS API EFO lookup	fuzzy	check if valid
Oher enthesopathy of foot (+metatarsalgia)	http://www.ebi.ac.uk/efo/EFO_1001370	Metatarsalgia	OLS API EFO lookup	fuzzy	check if valid
Enthesopathies of lower limb, excluding foot	http://www.ebi.ac.uk/efo/EFO_0009666	"""Enthesopathies of lower limb, excluding foot"""	Zooma API lookup	match	
Other/unspecified enthesopathies of lower limb, excluding foot	http://www.ebi.ac.uk/efo/EFO_0009512	lower extremity fracture	OLS API EFO lookup	fuzzy	check if valid
Other/unspecified enthesopathies, not elsewhere classified					
Other enthesopathies	http://www.ebi.ac.uk/efo/EFO_0009666	Other enthesopathies	Zooma API lookup	match	
Fibroblastic disorders	http://www.ebi.ac.uk/efo/EFO_0009432	Fibroblastic disorders	Zooma API lookup	match	
Fibromyalgia	http://www.ebi.ac.uk/efo/EFO_0005687	fibromyalgia	EFO OBO	match	
Flat foot [pes planus] (acquired)	http://www.ebi.ac.uk/efo/EFO_0003874	flatfoot	OLS API EFO lookup	fuzzy	check if valid
Residual foreign body in soft tissue					
Ankylosing hyperostosis [Forestier]	http://www.ebi.ac.uk/efo/EFO_0007236	diffuse idiopathic skeletal hyperostosis	OLS API EFO lookup	fuzzy	check if valid
Ganglion					
Giant cell arteritis	http://www.ebi.ac.uk/efo/EFO_1001209	temporal arteritis	EFO OBO	match	
Gluteal tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	tendinitis	OLS API EFO lookup	fuzzy	check if valid
Gout	http://www.ebi.ac.uk/efo/EFO_0004274	gout	EFO OBO	match	
Hallux rigidus	http://purl.obolibrary.org/obo/HP_0001822	Hallux valgus	OLS API EFO lookup	fuzzy	check if valid
Hallux valgus (acquired)	http://purl.obolibrary.org/obo/HP_0001822	Hallux valgus	OLS API EFO lookup	fuzzy	check if valid
Other hammer toe(s) (acquired)	http://www.ebi.ac.uk/efo/EFO_1001336	Hammer Toe Syndrome	OLS API EFO lookup	fuzzy	check if valid
Hypermobility syndrome	http://purl.obolibrary.org/obo/MONDO_0001798	hypermobility syndrome	EFO OBO	match	
Impingement syndrome of shoulder	http://www.ebi.ac.uk/efo/EFO_1001178	shoulder impingement syndrome	OLS API EFO lookup	fuzzy	check if valid
Infective bursitis	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Other intervertebral disc disorders	http://www.ebi.ac.uk/efo/EFO_1001800	Intervertebral Disc Displacement	OLS API EFO lookup	fuzzy	check if valid
Other specific joint derangements/joint disorders	http://www.ebi.ac.uk/efo/EFO_0005279	temporomandibular joint disorder	OLS API EFO lookup	fuzzy	check if valid
Other juvenile arthritis	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Juvenile rheuma	http://www.ebi.ac.uk/efo/EFO_0000557	juvenile dermatomyositis	OLS API EFO lookup	fuzzy	check if valid
Juvenile osteochondrosis	http://www.ebi.ac.uk/efo/EFO_0008577	Juvenile Osteochondrosis	OLS API EFO lookup	match	
Internar derangement of knee					
Lateral epicondylitis	http://www.ebi.ac.uk/efo/EFO_1001896	lateral epicondylitis	EFO OBO	match	
Pain in limb	http://purl.obolibrary.org/obo/HP_0009763	Limb pain	OLS API EFO lookup	fuzzy	check if valid
Loose body in joint	http://www.orpha.net/ORDO/Orphanet_79091	Hereditary inclusion body myopathy - joint contractures - ophthalmoplegia	OLS API EFO lookup	fuzzy	check if valid
Low back pain	http://purl.obolibrary.org/obo/HP_0003419	Low back pain	OLS API EFO lookup	match	
Medial epicondylitis	http://www.ebi.ac.uk/efo/EFO_1001887	epicondylitis	EFO OBO	match	
Meniscus derangement	http://purl.obolibrary.org/obo/HP_0032190	Abnormal meniscus morphology	OLS API EFO lookup	fuzzy	check if valid
Metatarsalgia	http://www.ebi.ac.uk/efo/EFO_1001370	Metatarsalgia	OLS API EFO lookup	match	
Monoarthritis, not elsewhere classified					
Disorders of muscles	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Other specified disorders of muscle	http://www.ebi.ac.uk/efo/EFO_0000516	glaucoma	OLS API EFO lookup	fuzzy	check if valid
Muscle strain	http://www.ebi.ac.uk/efo/EFO_0010686	muscle strain	EFO OBO	match	
Other disorders of the musculoskeletal system and connective tissue					
Diseases of the musculoskeletal system and connective tissue					
Myalgia	http://purl.obolibrary.org/obo/HP_0003326	myalgia	Zooma API lookup	match	
Myositis	http://www.ebi.ac.uk/efo/EFO_0000783	myositis	EFO OBO	match	
Other necrotizing vasculopathies					
Other specified/unspecified necrotizing vasculopathies					
Neuralgia and neuritis, unspecified	http://www.ebi.ac.uk/efo/EFO_1000843	brachial plexus neuritis	OLS API EFO lookup	fuzzy	check if valid
Olecranon bursitis	http://purl.obolibrary.org/obo/MONDO_0001557	olecranon bursitis	EFO OBO	match	
Osteopathies and chondropathies					
Other osteochondropathies	http://purl.obolibrary.org/obo/MONDO_0018798	other genetic dermis disorder	OLS API EFO lookup	fuzzy	check if valid
Osteomyelitis	http://www.ebi.ac.uk/efo/EFO_0003102	osteomyelitis	EFO OBO	match	
Osteonecrosis	http://www.ebi.ac.uk/efo/EFO_0004259	osteonecrosis	EFO OBO	match	
Osteoporosis	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis	EFO OBO	match	
Other systemic involvement of connective tissue					
Otherdisorders of bone	http://www.ebi.ac.uk/efo/EFO_0004260	bone disease	OLS API EFO lookup	fuzzy	check if valid
Other joint disorders	http://www.orpha.net/ORDO/Orphanet_93459	Syndrome with synostosis or other joint formation defect	OLS API EFO lookup	fuzzy	check if valid
Other overlap syndromes	http://www.orpha.net/ORDO/Orphanet_331193	Other immunodeficiency syndromes due to defects in innate immunity	OLS API EFO lookup	fuzzy	check if valid
Other/unspecified soft tissue disorders related to use, overuse and pressure					
Panniculitis affecting regions of neck and back	http://purl.obolibrary.org/obo/HP_0002162	Low posterior hairline	OLS API EFO lookup	fuzzy	check if valid
Recurrent dislocation of patella	http://www.orpha.net/ORDO/Orphanet_295036	Congenital patella dislocation	OLS API EFO lookup	fuzzy	check if valid
Other disorders of patella	http://www.ebi.ac.uk/efo/EFO_0009692	voice disorders	OLS API EFO lookup	fuzzy	check if valid
Patellar tendinitis	http://purl.obolibrary.org/obo/MONDO_0004857	tendinitis	OLS API EFO lookup	fuzzy	check if valid
Pathological/recurrent dislocation and subluxation of joint, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0001373	Joint dislocation	OLS API EFO lookup	fuzzy	check if valid
Plantar fascial fibromatosis	http://www.ebi.ac.uk/efo/EFO_1000481	Plantar Fibromatosis	EFO OBO	match	
Polyarthritis, unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Polyarthropathies					
Polymyalgia rheumatica	http://www.ebi.ac.uk/efo/EFO_1001209	temporal arteritis	EFO OBO	match	
Postprocedural musculoskeletal disorders, not elsewhere classified					
Prepatellar bursitis	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Psoriatic arthropathies	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	OLS API EFO lookup	fuzzy	check if valid
Psoriatic arthropathies, ICD10	http://www.ebi.ac.uk/efo/EFO_0003778	psoriatic arthritis	OLS API EFO lookup	fuzzy	check if valid
Pyogenic arthritis	http://www.ebi.ac.uk/efo/EFO_1001351	infectious arthritis	EFO OBO	match	
Radiculopathy	http://purl.obolibrary.org/obo/MONDO_0002959	radiculopathy	EFO OBO	match	
Reactive arthropathies	http://www.ebi.ac.uk/efo/EFO_0007460	reactive arthritis	OLS API EFO lookup	fuzzy	check if valid
Recurrent dislocation and subluxation of joint	http://purl.obolibrary.org/obo/HP_0001373	Joint dislocation	OLS API EFO lookup	fuzzy	check if valid
Rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	rheumatoid arthritis	EFO OBO	match	
Rheumatism, unspecified	http://www.ebi.ac.uk/efo/EFO_0009734	unspecified juvenile idiopathic arthritis	OLS API EFO lookup	fuzzy	check if valid
Rotator cuff syndrome	http://www.ebi.ac.uk/efo/EFO_1001250	rotator cuff tear	EFO OBO	match	
Sacrococcygeal disorders, not elsewhere classified					
Sacroiliitis, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0012317	Sacroiliac arthritis	OLS API EFO lookup	fuzzy	check if valid
Siatica+with lumbago	http://www.ebi.ac.uk/efo/EFO_1001906	panic disorder with agoraphobia	OLS API EFO lookup	fuzzy	check if valid
Scoliosis	http://www.ebi.ac.uk/efo/EFO_0004273	scoliosis	EFO OBO	match	
Short Achilles tendon (acquired)	http://purl.obolibrary.org/obo/HP_0001771	Achilles tendon contracture	OLS API EFO lookup	fuzzy	check if valid
Shoulder lesions					
Bursitis of shoulder	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Other shoulder lesions					
Sicca syndrome [Sjögren]	http://www.ebi.ac.uk/efo/EFO_1001001	keratoconjunctivitis sicca	OLS API EFO lookup	fuzzy	check if valid
Systemic lupus erythematosus	http://www.ebi.ac.uk/efo/EFO_0002690	systemic lupus erythematosus	EFO OBO	match	
Soft tissue disorders related to use, overuse and pressure					
Soft tissue disorders	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Other specified/unspecified soft tissue disorders	http://www.ebi.ac.uk/efo/EFO_1001968	soft tissue sarcoma	OLS API EFO lookup	fuzzy	check if valid
Other soft tissue disorders, not elsewhere classified					
Spinal osteochondrosis	http://www.ebi.ac.uk/efo/EFO_0008576	Spinal osteochondrosis	Zooma API lookup	match	
Spinal enthesopathy	http://www.ebi.ac.uk/efo/EFO_0009666	enthesopathy	OLS API EFO lookup	fuzzy	check if valid
Spinal instabilities	http://www.ebi.ac.uk/efo/EFO_0008576	Spinal Osteochondrosis	OLS API EFO lookup	fuzzy	check if valid
Spinal stenosis	http://www.ebi.ac.uk/efo/EFO_0007490	spinal stenosis	EFO OBO	match	
Other specified/unspecified inflammatory spondylopathies	http://purl.obolibrary.org/obo/MONDO_0001434	inflammatory spondylopathy	OLS API EFO lookup	fuzzy	check if valid
Spondylolisthesis/Spondylolysis	http://www.ebi.ac.uk/efo/EFO_0005649	spondylolysis	OLS API EFO lookup	fuzzy	check if valid
Spondylopathies	http://purl.obolibrary.org/obo/MONDO_0001434	inflammatory spondylopathy	OLS API EFO lookup	fuzzy	check if valid
Other specified/unspecified spondylopathies	http://www.ebi.ac.uk/efo/EFO_0000778	anthrax infection	OLS API EFO lookup	fuzzy	check if valid
Spondylosis	http://www.ebi.ac.uk/efo/EFO_0000706	Spondylosis	Zooma API lookup	match	
Spontaneous rupture of synovium and tendon	http://purl.obolibrary.org/obo/HP_0100550	Spontaneous rupture of synovium and tendon	Zooma API lookup	match	
Disorders of synovium and tendon	http://purl.obolibrary.org/obo/MONDO_0002528	synovium neoplasm	OLS API EFO lookup	fuzzy	check if valid
Disorders of synovium and tendon in diseases classified elsewhere	http://purl.obolibrary.org/obo/MONDO_0002528	synovium neoplasm	OLS API EFO lookup	fuzzy	check if valid
Systemic connective tissue disorders	http://www.ebi.ac.uk/efo/EFO_0007374	mixed connective tissue disease	OLS API EFO lookup	fuzzy	check if valid
Systemic sclerosis	http://www.ebi.ac.uk/efo/EFO_0000717	systemic scleroderma	EFO OBO	match	
Temporal arteritis	http://www.ebi.ac.uk/efo/EFO_1001209	temporal arteritis	EFO OBO	match	
Other/unspecified synovitis and tenosynovitis	http://www.ebi.ac.uk/efo/EFO_1001106	pigmented villonodular synovitis	OLS API EFO lookup	fuzzy	check if valid
Pain in thoracic spine	http://www.ebi.ac.uk/efo/EFO_1000787	osteoarthritis, spine	OLS API EFO lookup	fuzzy	check if valid
Chondrocostal junction syndrome [Tietze]	http://www.ebi.ac.uk/efo/EFO_1000966	hepatic vein thrombosis	OLS API EFO lookup	fuzzy	check if valid
Other deformities of toe(s)	http://www.orpha.net/ORDO/Orphanet_294944	Congenital deformities of limbs	OLS API EFO lookup	fuzzy	check if valid
Torticollis	http://purl.obolibrary.org/obo/HP_0000473	torticollis	Zooma API lookup	match	
Trigger finger	http://purl.obolibrary.org/obo/HP_0012276	Digital flexor tenosynovitis	OLS API EFO lookup	match	
Trochanteric bursitis	http://purl.obolibrary.org/obo/MONDO_0002471	bursitis	OLS API EFO lookup	fuzzy	check if valid
Wegener granulomatosis	http://www.ebi.ac.uk/efo/EFO_0005297	Granulomatosis with Polyangiitis	OLS API EFO lookup	match	
Macular hole	http://www.ebi.ac.uk/efo/EFO_1001028	macular holes	EFO OBO	match	
Macular pucker	http://purl.obolibrary.org/obo/HP_0100014	Epiretinal membrane	OLS API EFO lookup	match	
Degenerative macular diseases	http://www.ebi.ac.uk/efo/EFO_0001365	age-related macular degeneration	OLS API EFO lookup	fuzzy	check if valid
Memory loss	http://www.ebi.ac.uk/efo/EFO_1001454	amnesia	OLS API EFO lookup	fuzzy	check if valid
Meningitis	http://purl.obolibrary.org/obo/MONDO_0021108	meningitis (disease)	EFO OBO	match	
Migraine, single triptan purchase ok & required. ICD-code if available is included	http://www.ebi.ac.uk/efo/EFO_0005295	migraine with aura	OLS API EFO lookup	fuzzy	check if valid
Motor neuron disease (with DMD)	http://www.ebi.ac.uk/efo/EFO_0003782	motor neuron disease	OLS API EFO lookup	fuzzy	check if valid
Mucosal proctocolitis	http://purl.obolibrary.org/obo/MONDO_0000544	mucosal melanoma	OLS API EFO lookup	fuzzy	check if valid
Muscle cramps	http://www.orpha.net/ORDO/Orphanet_73229	muscle cramps	Zooma API lookup	match	
Other abnormal uterine and caginal bleeding					
Acute nephritic syndrome	http://www.ebi.ac.uk/efo/EFO_1002050	Acute nephritic syndrome	Zooma API lookup	match	
Acute renal failure	http://purl.obolibrary.org/obo/MONDO_0002492	acute kidney failure	EFO OBO	match	
Amenorrhoea	http://purl.obolibrary.org/obo/HP_0000141	amenorrhoea	OT Zooma Mappings	match	
Abscess of Bartholin gland	http://www.ebi.ac.uk/efo/EFO_1000103	Bartholin Gland Carcinoma	OLS API EFO lookup	fuzzy	check if valid
Cyst of Bartholin Gland	http://purl.obolibrary.org/obo/MONDO_0004593	Bartholin duct cyst	OLS API EFO lookup	fuzzy	check if valid
Other and unspecified disease of Bartholin gland					
Benign mammary dysplasia	http://www.ebi.ac.uk/efo/EFO_0003014	Benign mammary dysplasia	Zooma API lookup	match	
Disorders of breast					
Other disorders of breast	http://www.ebi.ac.uk/efo/EFO_1000402	Normal Breast-Like Subtype of Breast Carcinoma	OLS API EFO lookup	fuzzy	check if valid
Calculus of kidney and ureter	http://www.ebi.ac.uk/efo/EFO_0004253	nephrolithiasis	EFO OBO	match	
Calculus of lower urinary tract	http://www.ebi.ac.uk/efo/EFO_1001228	Calculus of lower urinary tract	Zooma API lookup	match	
Chronic nephritic syndrome	http://www.ebi.ac.uk/efo/EFO_0004540	chronic fatigue syndrome	OLS API EFO lookup	fuzzy	check if valid
Chronic kidney disease	http://www.ebi.ac.uk/efo/EFO_0003884	chronic kidney disease	EFO OBO	match	
Chronic tubulo-interstitial nephritis	http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	OLS API EFO lookup	fuzzy	check if valid
Complications associated with artificial fertilization	http://www.ebi.ac.uk/efo/EFO_0009528	AIDS-related disease	OLS API EFO lookup	fuzzy	check if valid
Cystitis	http://www.ebi.ac.uk/efo/EFO_1000025	cystitis	EFO OBO	match	
Cyst of kidney	http://www.ebi.ac.uk/efo/EFO_1000313	Kidney Cyst	OLS API EFO lookup	fuzzy	check if valid
Dialysis					
Disorders resulting from impaired renal tubular function	http://www.ebi.ac.uk/efo/EFO_0009566	Disorders resulting from impaired renal tubular function	Zooma API lookup	match	
Dysplasia of cervi uteri	http://www.ebi.ac.uk/efo/EFO_1000910	dysplasia of cervix	OLS API EFO lookup	fuzzy	check if valid
Endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	EFO OBO	match	
Unspecified/other endometriosis	http://www.ebi.ac.uk/efo/EFO_0001065	endometriosis	OLS API EFO lookup	fuzzy	check if valid
Endometriosis of ovary	http://www.ebi.ac.uk/efo/EFO_1000418	Ovarian Endometriosis	EFO OBO	match	
Endometriosis of pelvic peritoneum	http://purl.obolibrary.org/obo/MONDO_0001285	endometriosis of pelvic peritoneum	EFO OBO	match	
Endometriosis of rectovaginal septum and vagina	http://purl.obolibrary.org/obo/MONDO_0001288	endometriosis of rectovaginal septum and vagina	EFO OBO	match	
Endometriosis of uterus	http://purl.obolibrary.org/obo/MONDO_0010888	endometriosis of uterus	EFO OBO	match	
Erosion and ectropion of cervix uteri	http://www.ebi.ac.uk/efo/EFO_1000862	Erosion and ectropion of cervix uteri	Zooma API lookup	match	
Inflammatory diseases of female pelvic organs	http://www.ebi.ac.uk/efo/EFO_1001388	Pelvic Inflammatory Disease	OLS API EFO lookup	fuzzy	check if valid
Noninflammatory disorders of female genital tract	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Female infertility	http://www.ebi.ac.uk/efo/EFO_0008560	female infertility	EFO OBO	match	
Fistulae involving female genital tract	http://www.ebi.ac.uk/efo/EFO_0009524	Fistulae involving female genital tract	Zooma API lookup	match	
Pain and other conditions associated with female genital organs and menstrual cycle	http://www.ebi.ac.uk/efo/EFO_0009549	Pain and other conditions associated with female genital organs and menstrual cycle	Zooma API lookup	match	
Female genital prolapse	http://www.ebi.ac.uk/efo/EFO_1001864	Female genital prolapse	Zooma API lookup	match	
Female infertility, associated with anovulation	http://www.ebi.ac.uk/efo/EFO_0000545	infertility	OLS API EFO lookup	fuzzy	check if valid
Female infertility, cervigal, vaginal, other or unspecified origin	http://www.ebi.ac.uk/efo/EFO_0000545	infertility	OLS API EFO lookup	fuzzy	check if valid
